"component_id","component_size","crosses_splits","splits","sample_id","split","tumor_type"
"Meningioma__enh_1168","2","False","train","Meningioma__enh_1168","train","Meningioma"
"Meningioma__enh_1168","2","False","train","Meningioma__enh_1275","train","Meningioma"
"Meningioma__enh_1171","2","False","train","Meningioma__enh_1171","train","Meningioma"
"Meningioma__enh_1171","2","False","train","Meningioma__enh_1283","train","Meningioma"
"Meningioma__enh_1173","2","True","test,train","Meningioma__enh_1173","train","Meningioma"
"Meningioma__enh_1173","2","True","test,train","Meningioma__enh_809","test","Meningioma"
"Meningioma__enh_1174","2","False","train","Meningioma__enh_1174","train","Meningioma"
"Meningioma__enh_1174","2","False","train","Meningioma__enh_1289","train","Meningioma"
"Meningioma__enh_1176","2","True","train,val","Meningioma__enh_1176","train","Meningioma"
"Meningioma__enh_1176","2","True","train,val","Meningioma__enh_1292","val","Meningioma"
"Meningioma__enh_1177","2","True","train,val","Meningioma__enh_1177","train","Meningioma"
"Meningioma__enh_1177","2","True","train,val","Meningioma__enh_1294","val","Meningioma"
"Meningioma__enh_1181","2","False","train","Meningioma__enh_1181","train","Meningioma"
"Meningioma__enh_1181","2","False","train","Meningioma__enh_1299","train","Meningioma"
"Meningioma__enh_1182","2","True","train,val","Meningioma__enh_1182","val","Meningioma"
"Meningioma__enh_1182","2","True","train,val","Meningioma__enh_1300","train","Meningioma"
"Meningioma__enh_1183","2","True","train,val","Meningioma__enh_1183","train","Meningioma"
"Meningioma__enh_1183","2","True","train,val","Meningioma__enh_1301","val","Meningioma"
"Meningioma__enh_1185","2","True","test,train","Meningioma__enh_1185","train","Meningioma"
"Meningioma__enh_1185","2","True","test,train","Meningioma__enh_814","test","Meningioma"
"Meningioma__enh_1187","2","False","train","Meningioma__enh_1187","train","Meningioma"
"Meningioma__enh_1187","2","False","train","Meningioma__enh_1303","train","Meningioma"
"Meningioma__enh_1188","2","False","train","Meningioma__enh_1188","train","Meningioma"
"Meningioma__enh_1188","2","False","train","Meningioma__enh_1304","train","Meningioma"
"Meningioma__enh_1190","2","True","test,train","Meningioma__enh_1190","train","Meningioma"
"Meningioma__enh_1190","2","True","test,train","Meningioma__enh_815","test","Meningioma"
"Meningioma__enh_1191","2","False","train","Meningioma__enh_1191","train","Meningioma"
"Meningioma__enh_1191","2","False","train","Meningioma__enh_1306","train","Meningioma"
"Meningioma__enh_1195","2","True","test,train","Meningioma__enh_1195","train","Meningioma"
"Meningioma__enh_1195","2","True","test,train","Meningioma__enh_817","test","Meningioma"
"Meningioma__enh_1196","2","True","train,val","Meningioma__enh_1196","val","Meningioma"
"Meningioma__enh_1196","2","True","train,val","Meningioma__enh_1312","train","Meningioma"
"Meningioma__enh_1197","2","False","train","Meningioma__enh_1197","train","Meningioma"
"Meningioma__enh_1197","2","False","train","Meningioma__enh_1313","train","Meningioma"
"Meningioma__enh_1199","2","True","test,train","Meningioma__enh_1199","train","Meningioma"
"Meningioma__enh_1199","2","True","test,train","Meningioma__enh_818","test","Meningioma"
"Meningioma__enh_1202","2","True","train,val","Meningioma__enh_1202","val","Meningioma"
"Meningioma__enh_1202","2","True","train,val","Meningioma__enh_1318","train","Meningioma"
"Meningioma__enh_1206","2","True","test,train","Meningioma__enh_1206","train","Meningioma"
"Meningioma__enh_1206","2","True","test,train","Meningioma__enh_820","test","Meningioma"
"Meningioma__enh_1208","2","False","train","Meningioma__enh_1208","train","Meningioma"
"Meningioma__enh_1208","2","False","train","Meningioma__enh_1322","train","Meningioma"
"Meningioma__enh_1209","2","False","train","Meningioma__enh_1209","train","Meningioma"
"Meningioma__enh_1209","2","False","train","Meningioma__enh_1323","train","Meningioma"
"Meningioma__enh_1210","2","False","train","Meningioma__enh_1210","train","Meningioma"
"Meningioma__enh_1210","2","False","train","Meningioma__enh_1324","train","Meningioma"
"Meningioma__enh_1211","2","True","test,train","Meningioma__enh_1211","train","Meningioma"
"Meningioma__enh_1211","2","True","test,train","Meningioma__enh_821","test","Meningioma"
"Meningioma__enh_1212","2","False","train","Meningioma__enh_1212","train","Meningioma"
"Meningioma__enh_1212","2","False","train","Meningioma__enh_1326","train","Meningioma"
"Meningioma__enh_1213","2","True","train,val","Meningioma__enh_1213","val","Meningioma"
"Meningioma__enh_1213","2","True","train,val","Meningioma__enh_1327","train","Meningioma"
"Meningioma__enh_1214","2","False","train","Meningioma__enh_1214","train","Meningioma"
"Meningioma__enh_1214","2","False","train","Meningioma__enh_1328","train","Meningioma"
"Meningioma__enh_1219","2","False","train","Meningioma__enh_1219","train","Meningioma"
"Meningioma__enh_1219","2","False","train","Meningioma__enh_1331","train","Meningioma"
"Meningioma__enh_1220","2","False","train","Meningioma__enh_1220","train","Meningioma"
"Meningioma__enh_1220","2","False","train","Meningioma__enh_1332","train","Meningioma"
"Meningioma__enh_1221","2","True","train,val","Meningioma__enh_1221","train","Meningioma"
"Meningioma__enh_1221","2","True","train,val","Meningioma__enh_1333","val","Meningioma"
"Meningioma__enh_1222","2","True","test,train","Meningioma__enh_1222","train","Meningioma"
"Meningioma__enh_1222","2","True","test,train","Meningioma__enh_824","test","Meningioma"
"Meningioma__enh_1227","2","True","train,val","Meningioma__enh_1227","train","Meningioma"
"Meningioma__enh_1227","2","True","train,val","Meningioma__enh_1339","val","Meningioma"
"Meningioma__enh_1258","2","True","test,train","Meningioma__enh_1258","train","Meningioma"
"Meningioma__enh_1258","2","True","test,train","Meningioma__enh_795","test","Meningioma"
"Meningioma__enh_1282","2","True","test,train","Meningioma__enh_1282","train","Meningioma"
"Meningioma__enh_1282","2","True","test,train","Meningioma__enh_777","test","Meningioma"
"Meningioma__enh_1311","2","True","test,train","Meningioma__enh_1311","train","Meningioma"
"Meningioma__enh_1311","2","True","test,train","Meningioma__enh_799","test","Meningioma"
"Meningioma__enh_1317","2","True","test,train","Meningioma__enh_1317","train","Meningioma"
"Meningioma__enh_1317","2","True","test,train","Meningioma__enh_779","test","Meningioma"
"Meningioma__enh_1360","2","True","test,val","Meningioma__enh_1360","val","Meningioma"
"Meningioma__enh_1360","2","True","test,val","Meningioma__enh_781","test","Meningioma"
"Meningioma__enh_1365","2","True","test,train","Meningioma__enh_1365","train","Meningioma"
"Meningioma__enh_1365","2","True","test,train","Meningioma__enh_782","test","Meningioma"
"Meningioma__enh_1389","2","True","test,train","Meningioma__enh_1389","train","Meningioma"
"Meningioma__enh_1389","2","True","test,train","Meningioma__enh_787","test","Meningioma"
"Meningioma__enh_1401","2","True","test,train","Meningioma__enh_1401","train","Meningioma"
"Meningioma__enh_1401","2","True","test,train","Meningioma__enh_790","test","Meningioma"
"Meningioma__enh_1405","2","True","test,train","Meningioma__enh_1405","train","Meningioma"
"Meningioma__enh_1405","2","True","test,train","Meningioma__enh_791","test","Meningioma"
"Meningioma__enh_1406","2","True","test,val","Meningioma__enh_1406","val","Meningioma"
"Meningioma__enh_1406","2","True","test,val","Meningioma__enh_775","test","Meningioma"
"Meningioma__enh_1420","2","True","test,train","Meningioma__enh_1420","train","Meningioma"
"Meningioma__enh_1420","2","True","test,train","Meningioma__enh_794","test","Meningioma"
"Meningioma__enh_1424","2","True","test,train","Meningioma__enh_1424","train","Meningioma"
"Meningioma__enh_1424","2","True","test,train","Meningioma__enh_868","test","Meningioma"
"Meningioma__enh_1425","2","False","train","Meningioma__enh_1425","train","Meningioma"
"Meningioma__enh_1425","2","False","train","Meningioma__enh_1650","train","Meningioma"
"Meningioma__enh_1430","2","False","train","Meningioma__enh_1430","train","Meningioma"
"Meningioma__enh_1430","2","False","train","Meningioma__enh_1655","train","Meningioma"
"Meningioma__enh_1433","2","True","test,train","Meningioma__enh_1433","train","Meningioma"
"Meningioma__enh_1433","2","True","test,train","Meningioma__enh_871","test","Meningioma"
"Meningioma__enh_1436","2","True","test,train","Meningioma__enh_1436","train","Meningioma"
"Meningioma__enh_1436","2","True","test,train","Meningioma__enh_873","test","Meningioma"
"Meningioma__enh_1437","2","False","train","Meningioma__enh_1437","train","Meningioma"
"Meningioma__enh_1437","2","False","train","Meningioma__enh_1663","train","Meningioma"
"Meningioma__enh_1444","2","False","train","Meningioma__enh_1444","train","Meningioma"
"Meningioma__enh_1444","2","False","train","Meningioma__enh_1670","train","Meningioma"
"Meningioma__enh_1445","2","True","test,val","Meningioma__enh_1445","val","Meningioma"
"Meningioma__enh_1445","2","True","test,val","Meningioma__enh_875","test","Meningioma"
"Meningioma__enh_1450","2","False","train","Meningioma__enh_1450","train","Meningioma"
"Meningioma__enh_1450","2","False","train","Meningioma__enh_1675","train","Meningioma"
"Meningioma__enh_1451","2","False","train","Meningioma__enh_1451","train","Meningioma"
"Meningioma__enh_1451","2","False","train","Meningioma__enh_1676","train","Meningioma"
"Meningioma__enh_1454","2","True","test,train","Meningioma__enh_1454","train","Meningioma"
"Meningioma__enh_1454","2","True","test,train","Meningioma__enh_878","test","Meningioma"
"Meningioma__enh_1455","2","False","train","Meningioma__enh_1455","train","Meningioma"
"Meningioma__enh_1455","2","False","train","Meningioma__enh_1679","train","Meningioma"
"Meningioma__enh_1459","2","False","train","Meningioma__enh_1459","train","Meningioma"
"Meningioma__enh_1459","2","False","train","Meningioma__enh_1682","train","Meningioma"
"Meningioma__enh_1462","2","False","train","Meningioma__enh_1462","train","Meningioma"
"Meningioma__enh_1462","2","False","train","Meningioma__enh_1684","train","Meningioma"
"Meningioma__enh_1465","2","True","test,train","Meningioma__enh_1465","train","Meningioma"
"Meningioma__enh_1465","2","True","test,train","Meningioma__enh_881","test","Meningioma"
"Meningioma__enh_1466","2","False","train","Meningioma__enh_1466","train","Meningioma"
"Meningioma__enh_1466","2","False","train","Meningioma__enh_1688","train","Meningioma"
"Meningioma__enh_1467","2","False","train","Meningioma__enh_1467","train","Meningioma"
"Meningioma__enh_1467","2","False","train","Meningioma__enh_1689","train","Meningioma"
"Meningioma__enh_1471","2","True","test,train","Meningioma__enh_1471","train","Meningioma"
"Meningioma__enh_1471","2","True","test,train","Meningioma__enh_883","test","Meningioma"
"Meningioma__enh_1472","2","True","train,val","Meningioma__enh_1472","val","Meningioma"
"Meningioma__enh_1472","2","True","train,val","Meningioma__enh_1692","train","Meningioma"
"Meningioma__enh_1473","2","False","train","Meningioma__enh_1473","train","Meningioma"
"Meningioma__enh_1473","2","False","train","Meningioma__enh_1694","train","Meningioma"
"Meningioma__enh_1474","2","True","test,val","Meningioma__enh_1474","val","Meningioma"
"Meningioma__enh_1474","2","True","test,val","Meningioma__enh_884","test","Meningioma"
"Meningioma__enh_1475","2","False","train","Meningioma__enh_1475","train","Meningioma"
"Meningioma__enh_1475","2","False","train","Meningioma__enh_1696","train","Meningioma"
"Meningioma__enh_1476","2","True","train,val","Meningioma__enh_1476","val","Meningioma"
"Meningioma__enh_1476","2","True","train,val","Meningioma__enh_1697","train","Meningioma"
"Meningioma__enh_1478","2","False","train","Meningioma__enh_1478","train","Meningioma"
"Meningioma__enh_1478","2","False","train","Meningioma__enh_1699","train","Meningioma"
"Meningioma__enh_1479","2","False","train","Meningioma__enh_1479","train","Meningioma"
"Meningioma__enh_1479","2","False","train","Meningioma__enh_1700","train","Meningioma"
"Meningioma__enh_1482","2","True","train,val","Meningioma__enh_1482","train","Meningioma"
"Meningioma__enh_1482","2","True","train,val","Meningioma__enh_1703","val","Meningioma"
"Meningioma__enh_1483","2","True","test,train","Meningioma__enh_1483","train","Meningioma"
"Meningioma__enh_1483","2","True","test,train","Meningioma__enh_886","test","Meningioma"
"Meningioma__enh_1484","2","False","train","Meningioma__enh_1484","train","Meningioma"
"Meningioma__enh_1484","2","False","train","Meningioma__enh_1704","train","Meningioma"
"Meningioma__enh_1485","2","True","test,train","Meningioma__enh_1485","train","Meningioma"
"Meningioma__enh_1485","2","True","test,train","Meningioma__enh_887","test","Meningioma"
"Meningioma__enh_1486","2","True","train,val","Meningioma__enh_1486","val","Meningioma"
"Meningioma__enh_1486","2","True","train,val","Meningioma__enh_1706","train","Meningioma"
"Meningioma__enh_1507","2","True","test,train","Meningioma__enh_1507","train","Meningioma"
"Meningioma__enh_1507","2","True","test,train","Meningioma__enh_913","test","Meningioma"
"Meningioma__enh_1509","2","True","test,train","Meningioma__enh_1509","train","Meningioma"
"Meningioma__enh_1509","2","True","test,train","Meningioma__enh_893","test","Meningioma"
"Meningioma__enh_1510","2","False","train","Meningioma__enh_1510","train","Meningioma"
"Meningioma__enh_1510","2","False","train","Meningioma__enh_1727","train","Meningioma"
"Meningioma__enh_1514","2","False","train","Meningioma__enh_1514","train","Meningioma"
"Meningioma__enh_1514","2","False","train","Meningioma__enh_1731","train","Meningioma"
"Meningioma__enh_1517","2","False","train","Meningioma__enh_1517","train","Meningioma"
"Meningioma__enh_1517","2","False","train","Meningioma__enh_1792","train","Meningioma"
"Meningioma__enh_1519","2","False","train","Meningioma__enh_1519","train","Meningioma"
"Meningioma__enh_1519","2","False","train","Meningioma__enh_1735","train","Meningioma"
"Meningioma__enh_1520","2","True","test,train","Meningioma__enh_1520","train","Meningioma"
"Meningioma__enh_1520","2","True","test,train","Meningioma__enh_895","test","Meningioma"
"Meningioma__enh_1521","2","True","train,val","Meningioma__enh_1521","train","Meningioma"
"Meningioma__enh_1521","2","True","train,val","Meningioma__enh_1736","val","Meningioma"
"Meningioma__enh_1522","2","False","train","Meningioma__enh_1522","train","Meningioma"
"Meningioma__enh_1522","2","False","train","Meningioma__enh_1737","train","Meningioma"
"Meningioma__enh_1523","2","True","test,train","Meningioma__enh_1523","train","Meningioma"
"Meningioma__enh_1523","2","True","test,train","Meningioma__enh_896","test","Meningioma"
"Meningioma__enh_1524","2","True","train,val","Meningioma__enh_1524","train","Meningioma"
"Meningioma__enh_1524","2","True","train,val","Meningioma__enh_1738","val","Meningioma"
"Meningioma__enh_1527","2","True","test,train","Meningioma__enh_1527","train","Meningioma"
"Meningioma__enh_1527","2","True","test,train","Meningioma__enh_897","test","Meningioma"
"Meningioma__enh_1528","2","False","train","Meningioma__enh_1528","train","Meningioma"
"Meningioma__enh_1528","2","False","train","Meningioma__enh_1793","train","Meningioma"
"Meningioma__enh_1529","2","False","train","Meningioma__enh_1529","train","Meningioma"
"Meningioma__enh_1529","2","False","train","Meningioma__enh_1741","train","Meningioma"
"Meningioma__enh_1530","2","True","train,val","Meningioma__enh_1530","train","Meningioma"
"Meningioma__enh_1530","2","True","train,val","Meningioma__enh_1742","val","Meningioma"
"Meningioma__enh_1531","2","False","train","Meningioma__enh_1531","train","Meningioma"
"Meningioma__enh_1531","2","False","train","Meningioma__enh_1743","train","Meningioma"
"Meningioma__enh_1532","2","True","test,val","Meningioma__enh_1532","val","Meningioma"
"Meningioma__enh_1532","2","True","test,val","Meningioma__enh_898","test","Meningioma"
"Meningioma__enh_1536","2","False","train","Meningioma__enh_1536","train","Meningioma"
"Meningioma__enh_1536","2","False","train","Meningioma__enh_1746","train","Meningioma"
"Meningioma__enh_1537","2","False","train","Meningioma__enh_1537","train","Meningioma"
"Meningioma__enh_1537","2","False","train","Meningioma__enh_1747","train","Meningioma"
"Meningioma__enh_1538","2","False","train","Meningioma__enh_1538","train","Meningioma"
"Meningioma__enh_1538","2","False","train","Meningioma__enh_1748","train","Meningioma"
"Meningioma__enh_1539","2","True","train,val","Meningioma__enh_1539","train","Meningioma"
"Meningioma__enh_1539","2","True","train,val","Meningioma__enh_1794","val","Meningioma"
"Meningioma__enh_1544","2","False","train","Meningioma__enh_1544","train","Meningioma"
"Meningioma__enh_1544","2","False","train","Meningioma__enh_1753","train","Meningioma"
"Meningioma__enh_1545","2","True","test,val","Meningioma__enh_1545","val","Meningioma"
"Meningioma__enh_1545","2","True","test,val","Meningioma__enh_902","test","Meningioma"
"Meningioma__enh_1547","2","True","test,train","Meningioma__enh_1547","train","Meningioma"
"Meningioma__enh_1547","2","True","test,train","Meningioma__enh_914","test","Meningioma"
"Meningioma__enh_1548","2","False","train","Meningioma__enh_1548","train","Meningioma"
"Meningioma__enh_1548","2","False","train","Meningioma__enh_1756","train","Meningioma"
"Meningioma__enh_1549","2","True","test,train","Meningioma__enh_1549","train","Meningioma"
"Meningioma__enh_1549","2","True","test,train","Meningioma__enh_903","test","Meningioma"
"Meningioma__enh_1552","2","False","train","Meningioma__enh_1552","train","Meningioma"
"Meningioma__enh_1552","2","False","train","Meningioma__enh_1759","train","Meningioma"
"Meningioma__enh_1553","2","False","train","Meningioma__enh_1553","train","Meningioma"
"Meningioma__enh_1553","2","False","train","Meningioma__enh_1760","train","Meningioma"
