"first_index","second_index","first_sample_id","first_split","first_class","first_source","first_image_path","second_sample_id","second_split","second_class","second_source","second_image_path","hamming_distance","pixel_correlation","mask_iou","transform","strong","full_pixel_correlation","full_image_mae","full_image_rmse","full_image_psnr","full_image_mismatch_pixels","full_mask_iou","full_mask_mismatch_pixels","likely_duplicate"
"218","1081","Glioma__enh_1218","train","Glioma","","Glioma/enh_1218.png","Glioma__enh_687","test","Glioma","","Glioma/enh_687.png","6","0.999931","0.916667","flip_h","True","0.999770418","0.647892","1.029256","47.880335","129299","0.932896521","297","True"
"219","1082","Glioma__enh_1219","train","Glioma","","Glioma/enh_1219.png","Glioma__enh_688","test","Glioma","","Glioma/enh_688.png","7","0.99991","0.774194","flip_h","True","0.999723228","0.667946","1.028961","47.882822","136065","0.819799585","1043","False"
"224","252","Glioma__enh_1224","val","Glioma","","Glioma/enh_1224.png","Glioma__enh_1252","train","Glioma","","Glioma/enh_1252.png","9","0.99986","0.739394","flip_h","False","0.999593702","0.626629","0.992693","48.194505","127738","0.739310605","2768","False"
"226","275","Glioma__enh_1226","train","Glioma","","Glioma/enh_1226.png","Glioma__enh_1275","val","Glioma","","Glioma/enh_1275.png","11","0.999927","0.388889","flip_h","False","0.999776999","0.579689","0.951467","48.562933","118357","0.34212766","773","False"
"227","281","Glioma__enh_1227","val","Glioma","","Glioma/enh_1227.png","Glioma__enh_1281","train","Glioma","","Glioma/enh_1281.png","6","0.999928","0.884615","flip_h","True","0.999759207","0.639042","1.025406","47.912891","126079","0.912990196","142","True"
"237","1029","Glioma__enh_1237","train","Glioma","","Glioma/enh_1237.png","Glioma__enh_635","test","Glioma","","Glioma/enh_635.png","4","0.999917","0.542857","flip_h","True","0.999722538","0.669079","1.056301","47.655048","130929","0.609118852","763","False"
"241","1030","Glioma__enh_1241","val","Glioma","","Glioma/enh_1241.png","Glioma__enh_636","test","Glioma","","Glioma/enh_636.png","4","0.999918","0.8","flip_h","True","0.999719814","0.665188","1.05123","47.696853","130451","0.8465063","268","False"
"244","1031","Glioma__enh_1244","train","Glioma","","Glioma/enh_1244.png","Glioma__enh_637","test","Glioma","","Glioma/enh_637.png","6","0.999891","0.891892","flip_h","True","0.999637361","0.645039","1.031437","47.861951","126094","0.91700448","389","True"
"247","1032","Glioma__enh_1247","train","Glioma","","Glioma/enh_1247.png","Glioma__enh_638","test","Glioma","","Glioma/enh_638.png","12","0.999915","0.931034","flip_h","False","0.999723641","0.645977","1.029375","47.879334","128155","0.949319819","380","True"
"251","1033","Glioma__enh_1251","train","Glioma","","Glioma/enh_1251.png","Glioma__enh_639","test","Glioma","","Glioma/enh_639.png","6","0.999886","0.822222","flip_h","True","0.999657412","0.642799","1.008308","48.058937","130498","0.838020648","910","False"
"264","1035","Glioma__enh_1264","train","Glioma","","Glioma/enh_1264.png","Glioma__enh_641","test","Glioma","","Glioma/enh_641.png","5","0.999874","0.676136","flip_h","True","0.999598809","0.663185","1.036059","47.823116","132712","0.700254176","3302","False"
"273","1036","Glioma__enh_1273","train","Glioma","","Glioma/enh_1273.png","Glioma__enh_642","test","Glioma","","Glioma/enh_642.png","8","0.999895","0.905028","flip_h","True","0.999643629","0.653957","1.039872","47.791208","129103","0.900210822","1136","True"
"279","1037","Glioma__enh_1279","train","Glioma","","Glioma/enh_1279.png","Glioma__enh_643","test","Glioma","","Glioma/enh_643.png","9","0.9999","0.890625","flip_h","False","0.999694583","0.638035","1.002722","48.107194","129827","0.924272324","307","True"
"283","1038","Glioma__enh_1283","train","Glioma","","Glioma/enh_1283.png","Glioma__enh_644","test","Glioma","","Glioma/enh_644.png","4","0.999915","0.921569","flip_h","True","0.999722199","0.6684","1.04221","47.771703","133046","0.953167217","156","True"
"287","1039","Glioma__enh_1287","val","Glioma","","Glioma/enh_1287.png","Glioma__enh_645","test","Glioma","","Glioma/enh_645.png","12","0.999929","0.923077","flip_h","False","0.999801448","0.61689","0.979001","48.315142","127111","0.959173127","237","True"
"295","1040","Glioma__enh_1295","train","Glioma","","Glioma/enh_1295.png","Glioma__enh_646","test","Glioma","","Glioma/enh_646.png","7","0.999902","0.8","flip_h","True","0.999661242","0.665882","1.061191","47.614936","128817","0.864983535","123","False"
"313","1041","Glioma__enh_1313","train","Glioma","","Glioma/enh_1313.png","Glioma__enh_647","test","Glioma","","Glioma/enh_647.png","4","0.999922","0.516129","flip_h","True","0.999745322","0.632286","1.025664","47.910701","124386","0.524150566","2857","False"
"321","1016","Glioma__enh_1321","train","Glioma","","Glioma/enh_1321.png","Glioma__enh_622","test","Glioma","","Glioma/enh_622.png","1","0.999931","1","flip_h","True","0.999744637","0.680023","1.083029","47.438006","129943","0.958597764","137","True"
"324","1017","Glioma__enh_1324","train","Glioma","","Glioma/enh_1324.png","Glioma__enh_623","test","Glioma","","Glioma/enh_623.png","8","0.999896","0.590164","flip_h","True","0.999681889","0.647499","1.025117","47.915334","129274","0.622933613","1437","False"
"327","1018","Glioma__enh_1327","train","Glioma","","Glioma/enh_1327.png","Glioma__enh_624","test","Glioma","","Glioma/enh_624.png","7","0.999928","0.43617","flip_h","True","0.999757611","0.670959","1.057516","47.645067","131840","0.428782895","3473","False"
"341","1020","Glioma__enh_1341","train","Glioma","","Glioma/enh_1341.png","Glioma__enh_626","test","Glioma","","Glioma/enh_626.png","9","0.9999","0.906977","flip_h","False","0.999719944","0.606514","0.970167","48.393878","125819","0.912634876","251","True"
"349","1021","Glioma__enh_1349","train","Glioma","","Glioma/enh_1349.png","Glioma__enh_627","test","Glioma","","Glioma/enh_627.png","4","0.999935","0.921429","flip_h","True","0.999787772","0.643005","1.02747","47.895421","128254","0.944620971","488","True"
"576","1023","Glioma__enh_1576","train","Glioma","","Glioma/enh_1576.png","Glioma__enh_629","test","Glioma","","Glioma/enh_629.png","11","0.999934","0.818182","flip_h","False","0.999782351","0.679981","1.048661","47.718103","136133","0.752515091","369","False"
"579","1024","Glioma__enh_1579","train","Glioma","","Glioma/enh_1579.png","Glioma__enh_630","test","Glioma","","Glioma/enh_630.png","7","0.999933","0.933333","flip_h","True","0.999796293","0.65876","1.018929","47.967928","134349","0.914059814","250","True"
"589","1026","Glioma__enh_1589","train","Glioma","","Glioma/enh_1589.png","Glioma__enh_632","test","Glioma","","Glioma/enh_632.png","11","0.999936","0.884244","flip_h","False","0.999787116","0.675785","1.051621","47.693616","134420","0.892401553","2134","False"
"609","882","Glioma__enh_1609","val","Glioma","","Glioma/enh_1609.png","Glioma__enh_1882","train","Glioma","","Glioma/enh_1882.png","10","0.999924","0.927711","flip_h","False","0.999736333","0.776825","1.11335","47.198171","156589","0.935211808","338","True"
"613","1171","Glioma__enh_1613","train","Glioma","","Glioma/enh_1613.png","Glioma__enh_777","test","Glioma","","Glioma/enh_777.png","8","0.999909","0.831776","flip_h","True","0.99970287","0.79649","1.127569","47.087941","159909","0.819653508","1270","False"
"614","1176","Glioma__enh_1614","train","Glioma","","Glioma/enh_1614.png","Glioma__enh_782","test","Glioma","","Glioma/enh_782.png","8","0.999919","0.9375","flip_h","True","0.999709142","0.8144","1.153145","46.893128","160786","0.908955962","184","True"
"615","1177","Glioma__enh_1615","val","Glioma","","Glioma/enh_1615.png","Glioma__enh_783","test","Glioma","","Glioma/enh_783.png","9","0.999909","0.9","flip_h","False","0.999683992","0.836006","1.179833","46.694393","163368","0.884398977","226","False"
"616","1178","Glioma__enh_1616","train","Glioma","","Glioma/enh_1616.png","Glioma__enh_784","test","Glioma","","Glioma/enh_784.png","7","0.999937","0.916667","flip_h","True","0.999781131","0.786755","1.125924","47.100625","157089","0.914024191","263","True"
"619","1182","Glioma__enh_1619","val","Glioma","","Glioma/enh_1619.png","Glioma__enh_788","test","Glioma","","Glioma/enh_788.png","9","0.999931","0.776316","flip_h","False","0.999757714","0.805923","1.146143","46.946025","159738","0.797386315","1907","False"
"931","1276","Glioma__enh_537","test","Glioma","","Glioma/enh_537.png","Glioma__enh_882","val","Glioma","","Glioma/enh_882.png","9","0.999921","0","flip_h","False","0.999701594","0.590008","1.024017","47.924661","111772","0","6349","False"
"939","1345","Glioma__enh_545","test","Glioma","","Glioma/enh_545.png","Glioma__enh_951","val","Glioma","","Glioma/enh_951.png","11","0.999893","0.367021","flip_h","False","0.999689923","0.552219","0.945633","48.616349","110789","0.362535494","7633","False"
"944","1374","Glioma__enh_550","test","Glioma","","Glioma/enh_550.png","Glioma__enh_980","train","Glioma","","Glioma/enh_980.png","6","0.999907","0.928571","flip_h","True","0.999724626","0.593178","0.981394","48.293933","119472","0.927743626","717","True"
"945","1380","Glioma__enh_551","test","Glioma","","Glioma/enh_551.png","Glioma__enh_986","train","Glioma","","Glioma/enh_986.png","6","0.999905","0.821429","flip_h","True","0.999723101","0.504478","0.898637","49.059117","102093","0.80112202","709","False"
"946","1384","Glioma__enh_552","test","Glioma","","Glioma/enh_552.png","Glioma__enh_990","train","Glioma","","Glioma/enh_990.png","9","0.999909","0.584615","flip_h","False","0.999756933","0.462269","0.845879","49.584639","95610","0.559183673","1836","False"
"952","1264","Glioma__enh_558","test","Glioma","","Glioma/enh_558.png","Glioma__enh_870","train","Glioma","","Glioma/enh_870.png","9","0.999899","0.60241","flip_h","False","0.999683939","0.58255","0.990926","48.209982","113880","0.620845921","2008","False"
"953","1269","Glioma__enh_559","test","Glioma","","Glioma/enh_559.png","Glioma__enh_875","train","Glioma","","Glioma/enh_875.png","5","0.999872","0.8","flip_h","True","0.999671819","0.531906","0.900372","49.042368","111012","0.8141542","646","False"
"954","1273","Glioma__enh_560","test","Glioma","","Glioma/enh_560.png","Glioma__enh_879","train","Glioma","","Glioma/enh_879.png","11","0.999885","0.934066","flip_h","False","0.999675755","0.506321","0.910783","48.942509","101310","0.924898512","444","True"
"996","1210","Glioma__enh_602","test","Glioma","","Glioma/enh_602.png","Glioma__enh_816","train","Glioma","","Glioma/enh_816.png","4","0.999919","0.779412","flip_h","True","0.999764853","0.577774","0.966195","48.429508","116634","0.790140845","1788","False"
"997","1218","Glioma__enh_603","test","Glioma","","Glioma/enh_603.png","Glioma__enh_824","train","Glioma","","Glioma/enh_824.png","9","0.999889","0.066667","flip_h","False","0.999693984","0.544876","0.929794","48.763067","111484","0.09006764","2556","False"
"1002","1183","Glioma__enh_608","test","Glioma","","Glioma/enh_608.png","Glioma__enh_789","train","Glioma","","Glioma/enh_789.png","11","0.999942","0.868327","flip_h","False","0.999800298","0.608307","1.017614","47.979144","118016","0.872672872","2298","False"
"1005","1185","Glioma__enh_611","test","Glioma","","Glioma/enh_611.png","Glioma__enh_791","val","Glioma","","Glioma/enh_791.png","8","0.999912","0.888889","flip_h","True","0.999725803","0.513763","0.924127","48.816166","101798","0.887997209","321","False"
"1006","1186","Glioma__enh_612","test","Glioma","","Glioma/enh_612.png","Glioma__enh_792","train","Glioma","","Glioma/enh_792.png","12","0.999836","0.75","flip_h","False","0.999621958","0.518703","0.873859","49.301974","110827","0.814572247","453","False"
"1007","1187","Glioma__enh_613","test","Glioma","","Glioma/enh_613.png","Glioma__enh_793","val","Glioma","","Glioma/enh_793.png","10","0.999915","0.576271","flip_h","False","0.999738633","0.568981","0.969217","48.402388","113661","0.590034274","1555","False"
"1008","1188","Glioma__enh_614","test","Glioma","","Glioma/enh_614.png","Glioma__enh_794","train","Glioma","","Glioma/enh_794.png","10","0.999926","0.901639","flip_h","False","0.999776625","0.52277","0.917235","48.881191","106234","0.886909373","438","False"
"1196","1256","Glioma__enh_802","train","Glioma","","Glioma/enh_802.png","Glioma__enh_862","val","Glioma","","Glioma/enh_862.png","5","0.999906","0.653846","flip_h","True","0.999717704","0.521351","0.924649","48.811261","103975","0.64590929","2428","False"
"1203","1350","Glioma__enh_809","val","Glioma","","Glioma/enh_809.png","Glioma__enh_956","train","Glioma","","Glioma/enh_956.png","10","0.999917","0.724138","flip_h","False","0.999763927","0.527279","0.902874","49.018259","108973","0.790619765","375","False"
"1394","2178","Meningioma__enh_1000","test","Meningioma","","Meningioma/enh_1000.png","Meningioma__enh_1876","train","Meningioma","","Meningioma/enh_1876.png","7","0.999877","0.901961","flip_h","True","0.999595025","0.802589","1.143284","46.967721","160211","0.908656808","593","True"
"1397","2190","Meningioma__enh_1003","test","Meningioma","","Meningioma/enh_1003.png","Meningioma__enh_1888","train","Meningioma","","Meningioma/enh_1888.png","12","0.999874","0.888889","flip_h","False","0.999628896","0.776981","1.101284","47.292819","158806","0.755952381","164","False"
"1398","2197","Meningioma__enh_1004","test","Meningioma","","Meningioma/enh_1004.png","Meningioma__enh_1895","val","Meningioma","","Meningioma/enh_1895.png","9","0.999944","0.744186","flip_h","False","0.999824881","0.732819","1.053736","47.676169","153247","0.697598253","831","False"
"1400","1690","Meningioma__enh_1006","val","Meningioma","","Meningioma/enh_1006.png","Meningioma__enh_1354","train","Meningioma","","Meningioma/enh_1354.png","9","0.999919","0.878049","flip_h","False","0.999708189","0.626171","1.046698","47.734374","119733","0.869815668","339","False"
"1403","1613","Meningioma__enh_1009","train","Meningioma","","Meningioma/enh_1009.png","Meningioma__enh_1277","val","Meningioma","","Meningioma/enh_1277.png","5","0.999944","0.916667","flip_h","True","0.999803004","0.584858","1.004151","48.094820","112943","0.889917695","428","False"
"1404","1646","Meningioma__enh_1010","train","Meningioma","","Meningioma/enh_1010.png","Meningioma__enh_1310","val","Meningioma","","Meningioma/enh_1310.png","7","0.999935","0.742268","flip_h","True","0.999783288","0.5695","0.970255","48.393086","113014","0.745691738","1579","False"
"1405","1710","Meningioma__enh_1011","train","Meningioma","","Meningioma/enh_1011.png","Meningioma__enh_1374","val","Meningioma","","Meningioma/enh_1374.png","10","0.999926","0.924528","flip_h","False","0.999792351","0.577351","0.955653","48.524798","118026","0.877844311","408","False"
"1411","1612","Meningioma__enh_1017","val","Meningioma","","Meningioma/enh_1017.png","Meningioma__enh_1276","train","Meningioma","","Meningioma/enh_1276.png","9","0.99993","0.684211","flip_h","False","0.999778581","0.573086","0.979525","48.310495","112841","0.70670148","674","False"
"1415","1622","Meningioma__enh_1021","val","Meningioma","","Meningioma/enh_1021.png","Meningioma__enh_1286","train","Meningioma","","Meningioma/enh_1286.png","11","0.999928","0.828125","flip_h","False","0.999804375","0.535271","0.900973","49.036568","112314","0.888438134","440","False"
"1447","1731","Meningioma__enh_1053","train","Meningioma","","Meningioma/enh_1053.png","Meningioma__enh_1395","val","Meningioma","","Meningioma/enh_1395.png","11","0.999924","0.973684","flip_h","False","0.999817346","0.530804","0.880283","49.238355","114513","0.908288565","239","True"
"1452","2680","Meningioma__enh_1058","train","Meningioma","","Meningioma/enh_1058.png","Meningioma__enh_832","test","Meningioma","","Meningioma/enh_832.png","12","0.999909","0.942857","flip_h","False","0.999742741","0.579777","0.957707","48.506154","118655","0.946159582","361","True"
"1465","1755","Meningioma__enh_1071","val","Meningioma","","Meningioma/enh_1071.png","Meningioma__enh_1419","train","Meningioma","","Meningioma/enh_1419.png","8","0.99995","0.820513","flip_h","True","0.999834499","0.596889","1.004953","48.087892","118308","0.918849292","189","True"
"1466","2686","Meningioma__enh_1072","train","Meningioma","","Meningioma/enh_1072.png","Meningioma__enh_838","test","Meningioma","","Meningioma/enh_838.png","12","0.999936","0.920635","flip_h","False","0.999808578","0.606346","0.991841","48.201959","123204","0.924928067","287","True"
"1470","1595","Meningioma__enh_1076","val","Meningioma","","Meningioma/enh_1076.png","Meningioma__enh_1259","train","Meningioma","","Meningioma/enh_1259.png","9","0.999946","0.974093","flip_h","False","0.99982926","0.595139","0.974647","48.353861","120756","0.969083755","385","True"
"1475","2652","Meningioma__enh_1081","train","Meningioma","","Meningioma/enh_1081.png","Meningioma__enh_804","test","Meningioma","","Meningioma/enh_804.png","8","0.999928","0.972973","flip_h","True","0.9997298","0.625969","1.051322","47.696088","118960","0.926680244","180","True"
"1480","2654","Meningioma__enh_1086","train","Meningioma","","Meningioma/enh_1086.png","Meningioma__enh_806","test","Meningioma","","Meningioma/enh_806.png","10","0.999931","0.933775","flip_h","False","0.999807485","0.552414","0.926416","48.794686","114195","0.948833789","487","True"
"1488","2675","Meningioma__enh_1094","train","Meningioma","","Meningioma/enh_1094.png","Meningioma__enh_827","test","Meningioma","","Meningioma/enh_827.png","12","0.999944","0.959459","flip_h","False","0.999822271","0.564095","0.961497","48.471844","112768","0.91273162","438","True"
"1489","1681","Meningioma__enh_1095","train","Meningioma","","Meningioma/enh_1095.png","Meningioma__enh_1345","val","Meningioma","","Meningioma/enh_1345.png","10","0.999945","0.94","flip_h","False","0.999829392","0.563068","0.962126","48.466167","112341","0.944554455","364","True"
"1490","1682","Meningioma__enh_1096","val","Meningioma","","Meningioma/enh_1096.png","Meningioma__enh_1346","train","Meningioma","","Meningioma/enh_1346.png","5","0.99994","0.934426","flip_h","True","0.999809739","0.553921","0.956547","48.516679","110466","0.941388038","440","True"
"1491","2676","Meningioma__enh_1097","val","Meningioma","","Meningioma/enh_1097.png","Meningioma__enh_828","test","Meningioma","","Meningioma/enh_828.png","10","0.99994","0.814815","flip_h","False","0.999821493","0.547794","0.937364","48.692641","111334","0.863286385","728","False"
"1493","1685","Meningioma__enh_1099","train","Meningioma","","Meningioma/enh_1099.png","Meningioma__enh_1349","val","Meningioma","","Meningioma/enh_1349.png","10","0.999933","0.88","flip_h","False","0.999739364","0.637264","1.06953","47.546945","120151","0.88960412","343","False"
"1494","2677","Meningioma__enh_1100","train","Meningioma","","Meningioma/enh_1100.png","Meningioma__enh_829","test","Meningioma","","Meningioma/enh_829.png","10","0.999917","0.93617","flip_h","False","0.999706203","0.644608","1.058003","47.641069","123415","0.918116684","240","True"
"1495","1687","Meningioma__enh_1101","val","Meningioma","","Meningioma/enh_1101.png","Meningioma__enh_1351","train","Meningioma","","Meningioma/enh_1351.png","10","0.999926","0.826087","flip_h","False","0.999741565","0.617451","1.032221","47.855354","118518","0.783903676","341","False"
"1502","2670","Meningioma__enh_1154","train","Meningioma","","Meningioma/enh_1154.png","Meningioma__enh_822","test","Meningioma","","Meningioma/enh_822.png","9","0.999931","0.642857","flip_h","False","0.999720774","0.652775","1.086438","47.410705","121499","0.671067961","847","False"
"1503","2673","Meningioma__enh_1156","train","Meningioma","","Meningioma/enh_1156.png","Meningioma__enh_825","test","Meningioma","","Meningioma/enh_825.png","11","0.999933","0.64","flip_h","False","0.999733369","0.647781","1.087531","47.401970","120523","0.702489757","944","False"
"1509","2681","Meningioma__enh_1162","val","Meningioma","","Meningioma/enh_1162.png","Meningioma__enh_833","test","Meningioma","","Meningioma/enh_833.png","10","0.999905","0.895833","flip_h","False","0.999694053","0.598366","1.004119","48.095100","117213","0.951510892","138","True"
"1512","1600","Meningioma__enh_1166","train","Meningioma","","Meningioma/enh_1166.png","Meningioma__enh_1264","val","Meningioma","","Meningioma/enh_1264.png","11","0.999898","0.906667","flip_h","False","0.999724503","0.515781","0.91815","48.872536","104387","0.870714581","626","False"
"1513","2655","Meningioma__enh_1167","val","Meningioma","","Meningioma/enh_1167.png","Meningioma__enh_807","test","Meningioma","","Meningioma/enh_807.png","10","0.999884","0.89899","flip_h","False","0.999700002","0.499207","0.890115","49.141880","102424","0.89452496","655","False"
"1515","2656","Meningioma__enh_1169","train","Meningioma","","Meningioma/enh_1169.png","Meningioma__enh_808","test","Meningioma","","Meningioma/enh_808.png","7","0.99994","0.827586","flip_h","True","0.999802691","0.546814","0.958342","48.500396","107339","0.858757062","500","False"
"1519","2657","Meningioma__enh_1173","train","Meningioma","","Meningioma/enh_1173.png","Meningioma__enh_809","test","Meningioma","","Meningioma/enh_809.png","11","0.999933","0.90625","flip_h","False","0.999779247","0.605091","1.002889","48.105744","119992","0.908691406","187","True"
"1521","1628","Meningioma__enh_1176","train","Meningioma","","Meningioma/enh_1176.png","Meningioma__enh_1292","val","Meningioma","","Meningioma/enh_1292.png","6","0.999925","0.916667","flip_h","True","0.999756907","0.587311","0.987922","48.236349","116324","0.946829811","239","True"
"1522","1630","Meningioma__enh_1177","train","Meningioma","","Meningioma/enh_1177.png","Meningioma__enh_1294","val","Meningioma","","Meningioma/enh_1294.png","4","0.999927","0.901408","flip_h","True","0.999769814","0.58382","0.980451","48.302284","116083","0.944648599","241","True"
"1523","2659","Meningioma__enh_1178","train","Meningioma","","Meningioma/enh_1178.png","Meningioma__enh_811","test","Meningioma","","Meningioma/enh_811.png","11","0.999945","0.833333","flip_h","False","0.999841777","0.56916","0.954001","48.539826","115281","0.838178634","462","False"
"1525","2660","Meningioma__enh_1180","train","Meningioma","","Meningioma/enh_1180.png","Meningioma__enh_812","test","Meningioma","","Meningioma/enh_812.png","12","0.999922","0.933333","flip_h","False","0.999715513","0.792244","1.161234","46.832407","152680","0.876410256","241","False"
"1527","1636","Meningioma__enh_1182","val","Meningioma","","Meningioma/enh_1182.png","Meningioma__enh_1300","train","Meningioma","","Meningioma/enh_1300.png","12","0.999915","0.9","flip_h","False","0.999716087","0.786129","1.141362","46.982334","153674","0.945020421","175","True"
