"first_index","second_index","first_sample_id","first_split","first_class","first_source","first_image_path","second_sample_id","second_split","second_class","second_source","second_image_path","hamming_distance","pixel_correlation","mask_iou","transform","strong","full_pixel_correlation","full_image_mae","full_image_rmse","full_image_psnr","full_image_mismatch_pixels","full_mask_iou","full_mask_mismatch_pixels","likely_duplicate"
"217","577","Glioma__enh_1217","train","Glioma","","Glioma/enh_1217.png","Glioma__enh_1577","train","Glioma","","Glioma/enh_1577.png","11","0.999923","0.890411","flip_h","False","0.999754089","0.692211","1.052216","47.688705","139986","0.911063373","414","True"
"218","1081","Glioma__enh_1218","train","Glioma","","Glioma/enh_1218.png","Glioma__enh_687","test","Glioma","","Glioma/enh_687.png","6","0.999931","0.916667","flip_h","True","0.999770418","0.647892","1.029256","47.880335","129299","0.932896521","297","True"
"219","1082","Glioma__enh_1219","train","Glioma","","Glioma/enh_1219.png","Glioma__enh_688","test","Glioma","","Glioma/enh_688.png","7","0.99991","0.774194","flip_h","True","0.999723228","0.667946","1.028961","47.882822","136065","0.819799585","1043","False"
"220","231","Glioma__enh_1220","val","Glioma","","Glioma/enh_1220.png","Glioma__enh_1231","val","Glioma","","Glioma/enh_1231.png","7","0.999913","0.858974","flip_h","True","0.999731587","0.600967","0.981546","48.292592","120834","0.849196539","732","False"
"221","235","Glioma__enh_1221","train","Glioma","","Glioma/enh_1221.png","Glioma__enh_1235","train","Glioma","","Glioma/enh_1235.png","7","0.999924","0.774775","flip_h","True","0.999751569","0.620121","1.017128","47.983290","122343","0.77430604","1618","False"
"222","243","Glioma__enh_1222","train","Glioma","","Glioma/enh_1222.png","Glioma__enh_1243","train","Glioma","","Glioma/enh_1243.png","3","0.999888","0.97619","flip_h","True","0.99962518","0.651703","1.038941","47.798983","127629","0.940660112","169","True"
"223","248","Glioma__enh_1223","train","Glioma","","Glioma/enh_1223.png","Glioma__enh_1248","train","Glioma","","Glioma/enh_1248.png","9","0.999884","0.775281","flip_h","False","0.999644201","0.615257","0.995695","48.168274","123234","0.817582026","1023","False"
"224","252","Glioma__enh_1224","val","Glioma","","Glioma/enh_1224.png","Glioma__enh_1252","train","Glioma","","Glioma/enh_1252.png","9","0.99986","0.739394","flip_h","False","0.999593702","0.626629","0.992693","48.194505","127738","0.739310605","2768","False"
"225","263","Glioma__enh_1225","train","Glioma","","Glioma/enh_1225.png","Glioma__enh_1263","train","Glioma","","Glioma/enh_1263.png","10","0.999905","0.737624","flip_h","False","0.999688397","0.638073","1.023499","47.929055","126681","0.751639088","3182","False"
"226","275","Glioma__enh_1226","train","Glioma","","Glioma/enh_1226.png","Glioma__enh_1275","val","Glioma","","Glioma/enh_1275.png","11","0.999927","0.388889","flip_h","False","0.999776999","0.579689","0.951467","48.562933","118357","0.34212766","773","False"
"227","281","Glioma__enh_1227","val","Glioma","","Glioma/enh_1227.png","Glioma__enh_1281","train","Glioma","","Glioma/enh_1281.png","6","0.999928","0.884615","flip_h","True","0.999759207","0.639042","1.025406","47.912891","126079","0.912990196","142","True"
"228","286","Glioma__enh_1228","train","Glioma","","Glioma/enh_1228.png","Glioma__enh_1286","train","Glioma","","Glioma/enh_1286.png","12","0.99992","0.865169","flip_h","False","0.999772015","0.606308","0.973668","48.362589","124669","0.92126406","441","True"
"229","296","Glioma__enh_1229","train","Glioma","","Glioma/enh_1229.png","Glioma__enh_1296","train","Glioma","","Glioma/enh_1296.png","4","0.999903","0.727273","flip_h","True","0.999678037","0.679127","1.073709","47.513071","131333","0.758241758","330","False"
"230","311","Glioma__enh_1230","train","Glioma","","Glioma/enh_1230.png","Glioma__enh_1311","train","Glioma","","Glioma/enh_1311.png","11","0.999907","0.42","flip_h","False","0.999730278","0.589569","0.959746","48.487679","120439","0.421913965","3709","False"
"237","1029","Glioma__enh_1237","train","Glioma","","Glioma/enh_1237.png","Glioma__enh_635","test","Glioma","","Glioma/enh_635.png","4","0.999917","0.542857","flip_h","True","0.999722538","0.669079","1.056301","47.655048","130929","0.609118852","763","False"
"241","1030","Glioma__enh_1241","val","Glioma","","Glioma/enh_1241.png","Glioma__enh_636","test","Glioma","","Glioma/enh_636.png","4","0.999918","0.8","flip_h","True","0.999719814","0.665188","1.05123","47.696853","130451","0.8465063","268","False"
"244","1031","Glioma__enh_1244","train","Glioma","","Glioma/enh_1244.png","Glioma__enh_637","test","Glioma","","Glioma/enh_637.png","6","0.999891","0.891892","flip_h","True","0.999637361","0.645039","1.031437","47.861951","126094","0.91700448","389","True"
"247","1032","Glioma__enh_1247","train","Glioma","","Glioma/enh_1247.png","Glioma__enh_638","test","Glioma","","Glioma/enh_638.png","12","0.999915","0.931034","flip_h","False","0.999723641","0.645977","1.029375","47.879334","128155","0.949319819","380","True"
"251","1033","Glioma__enh_1251","train","Glioma","","Glioma/enh_1251.png","Glioma__enh_639","test","Glioma","","Glioma/enh_639.png","6","0.999886","0.822222","flip_h","True","0.999657412","0.642799","1.008308","48.058937","130498","0.838020648","910","False"
"264","1035","Glioma__enh_1264","train","Glioma","","Glioma/enh_1264.png","Glioma__enh_641","test","Glioma","","Glioma/enh_641.png","5","0.999874","0.676136","flip_h","True","0.999598809","0.663185","1.036059","47.823116","132712","0.700254176","3302","False"
"273","1036","Glioma__enh_1273","train","Glioma","","Glioma/enh_1273.png","Glioma__enh_642","test","Glioma","","Glioma/enh_642.png","8","0.999895","0.905028","flip_h","True","0.999643629","0.653957","1.039872","47.791208","129103","0.900210822","1136","True"
"279","1037","Glioma__enh_1279","train","Glioma","","Glioma/enh_1279.png","Glioma__enh_643","test","Glioma","","Glioma/enh_643.png","9","0.9999","0.890625","flip_h","False","0.999694583","0.638035","1.002722","48.107194","129827","0.924272324","307","True"
"283","1038","Glioma__enh_1283","train","Glioma","","Glioma/enh_1283.png","Glioma__enh_644","test","Glioma","","Glioma/enh_644.png","4","0.999915","0.921569","flip_h","True","0.999722199","0.6684","1.04221","47.771703","133046","0.953167217","156","True"
"287","1039","Glioma__enh_1287","val","Glioma","","Glioma/enh_1287.png","Glioma__enh_645","test","Glioma","","Glioma/enh_645.png","12","0.999929","0.923077","flip_h","False","0.999801448","0.61689","0.979001","48.315142","127111","0.959173127","237","True"
"295","1040","Glioma__enh_1295","train","Glioma","","Glioma/enh_1295.png","Glioma__enh_646","test","Glioma","","Glioma/enh_646.png","7","0.999902","0.8","flip_h","True","0.999661242","0.665882","1.061191","47.614936","128817","0.864983535","123","False"
"313","1041","Glioma__enh_1313","train","Glioma","","Glioma/enh_1313.png","Glioma__enh_647","test","Glioma","","Glioma/enh_647.png","4","0.999922","0.516129","flip_h","True","0.999745322","0.632286","1.025664","47.910701","124386","0.524150566","2857","False"
"321","1016","Glioma__enh_1321","train","Glioma","","Glioma/enh_1321.png","Glioma__enh_622","test","Glioma","","Glioma/enh_622.png","1","0.999931","1","flip_h","True","0.999744637","0.680023","1.083029","47.438006","129943","0.958597764","137","True"
"324","1017","Glioma__enh_1324","train","Glioma","","Glioma/enh_1324.png","Glioma__enh_623","test","Glioma","","Glioma/enh_623.png","8","0.999896","0.590164","flip_h","True","0.999681889","0.647499","1.025117","47.915334","129274","0.622933613","1437","False"
"327","1018","Glioma__enh_1327","train","Glioma","","Glioma/enh_1327.png","Glioma__enh_624","test","Glioma","","Glioma/enh_624.png","7","0.999928","0.43617","flip_h","True","0.999757611","0.670959","1.057516","47.645067","131840","0.428782895","3473","False"
"341","1020","Glioma__enh_1341","train","Glioma","","Glioma/enh_1341.png","Glioma__enh_626","test","Glioma","","Glioma/enh_626.png","9","0.9999","0.906977","flip_h","False","0.999719944","0.606514","0.970167","48.393878","125819","0.912634876","251","True"
"349","1021","Glioma__enh_1349","train","Glioma","","Glioma/enh_1349.png","Glioma__enh_627","test","Glioma","","Glioma/enh_627.png","4","0.999935","0.921429","flip_h","True","0.999787772","0.643005","1.02747","47.895421","128254","0.944620971","488","True"
"576","1023","Glioma__enh_1576","train","Glioma","","Glioma/enh_1576.png","Glioma__enh_629","test","Glioma","","Glioma/enh_629.png","11","0.999934","0.818182","flip_h","False","0.999782351","0.679981","1.048661","47.718103","136133","0.752515091","369","False"
"579","1024","Glioma__enh_1579","train","Glioma","","Glioma/enh_1579.png","Glioma__enh_630","test","Glioma","","Glioma/enh_630.png","7","0.999933","0.933333","flip_h","True","0.999796293","0.65876","1.018929","47.967928","134349","0.914059814","250","True"
"589","1026","Glioma__enh_1589","train","Glioma","","Glioma/enh_1589.png","Glioma__enh_632","test","Glioma","","Glioma/enh_632.png","11","0.999936","0.884244","flip_h","False","0.999787116","0.675785","1.051621","47.693616","134420","0.892401553","2134","False"
"608","630","Glioma__enh_1608","train","Glioma","","Glioma/enh_1608.png","Glioma__enh_1630","train","Glioma","","Glioma/enh_1630.png","10","0.999931","0.307018","flip_h","False","0.999766449","0.766338","1.10991","47.225052","153928","0.307116615","5092","False"
"609","882","Glioma__enh_1609","val","Glioma","","Glioma/enh_1609.png","Glioma__enh_1882","train","Glioma","","Glioma/enh_1882.png","10","0.999924","0.927711","flip_h","False","0.999736333","0.776825","1.11335","47.198171","156589","0.935211808","338","True"
"610","886","Glioma__enh_1610","train","Glioma","","Glioma/enh_1610.png","Glioma__enh_1886","train","Glioma","","Glioma/enh_1886.png","8","0.999893","0.785714","flip_h","True","0.999646686","0.785023","1.126337","47.097437","156505","0.795599305","353","False"
"611","888","Glioma__enh_1611","train","Glioma","","Glioma/enh_1611.png","Glioma__enh_1888","train","Glioma","","Glioma/enh_1888.png","10","0.999908","0.882353","flip_h","False","0.999714912","0.763592","1.093759","47.352373","156865","0.896045198","552","False"
"613","1171","Glioma__enh_1613","train","Glioma","","Glioma/enh_1613.png","Glioma__enh_777","test","Glioma","","Glioma/enh_777.png","8","0.999909","0.831776","flip_h","True","0.99970287","0.79649","1.127569","47.087941","159909","0.819653508","1270","False"
"614","1176","Glioma__enh_1614","train","Glioma","","Glioma/enh_1614.png","Glioma__enh_782","test","Glioma","","Glioma/enh_782.png","8","0.999919","0.9375","flip_h","True","0.999709142","0.8144","1.153145","46.893128","160786","0.908955962","184","True"
"615","1177","Glioma__enh_1615","val","Glioma","","Glioma/enh_1615.png","Glioma__enh_783","test","Glioma","","Glioma/enh_783.png","9","0.999909","0.9","flip_h","False","0.999683992","0.836006","1.179833","46.694393","163368","0.884398977","226","False"
"616","1178","Glioma__enh_1616","train","Glioma","","Glioma/enh_1616.png","Glioma__enh_784","test","Glioma","","Glioma/enh_784.png","7","0.999937","0.916667","flip_h","True","0.999781131","0.786755","1.125924","47.100625","157089","0.914024191","263","True"
"619","1182","Glioma__enh_1619","val","Glioma","","Glioma/enh_1619.png","Glioma__enh_788","test","Glioma","","Glioma/enh_788.png","9","0.999931","0.776316","flip_h","False","0.999757714","0.805923","1.146143","46.946025","159738","0.797386315","1907","False"
"931","1276","Glioma__enh_537","test","Glioma","","Glioma/enh_537.png","Glioma__enh_882","val","Glioma","","Glioma/enh_882.png","9","0.999921","0","flip_h","False","0.999701594","0.590008","1.024017","47.924661","111772","0","6349","False"
"939","1345","Glioma__enh_545","test","Glioma","","Glioma/enh_545.png","Glioma__enh_951","val","Glioma","","Glioma/enh_951.png","11","0.999893","0.367021","flip_h","False","0.999689923","0.552219","0.945633","48.616349","110789","0.362535494","7633","False"
"942","983","Glioma__enh_548","test","Glioma","","Glioma/enh_548.png","Glioma__enh_589","test","Glioma","","Glioma/enh_589.png","12","0.999889","0","flip_h","False","0.9997491","0.541668","0.899034","49.055283","115615","0","2098","False"
"944","1374","Glioma__enh_550","test","Glioma","","Glioma/enh_550.png","Glioma__enh_980","train","Glioma","","Glioma/enh_980.png","6","0.999907","0.928571","flip_h","True","0.999724626","0.593178","0.981394","48.293933","119472","0.927743626","717","True"
"945","1380","Glioma__enh_551","test","Glioma","","Glioma/enh_551.png","Glioma__enh_986","train","Glioma","","Glioma/enh_986.png","6","0.999905","0.821429","flip_h","True","0.999723101","0.504478","0.898637","49.059117","102093","0.80112202","709","False"
"946","1384","Glioma__enh_552","test","Glioma","","Glioma/enh_552.png","Glioma__enh_990","train","Glioma","","Glioma/enh_990.png","9","0.999909","0.584615","flip_h","False","0.999756933","0.462269","0.845879","49.584639","95610","0.559183673","1836","False"
"948","992","Glioma__enh_554","test","Glioma","","Glioma/enh_554.png","Glioma__enh_598","test","Glioma","","Glioma/enh_598.png","7","0.99989","0.740741","flip_h","True","0.999698317","0.530434","0.922868","48.828016","107595","0.789060642","1774","False"
"949","993","Glioma__enh_555","test","Glioma","","Glioma/enh_555.png","Glioma__enh_599","test","Glioma","","Glioma/enh_599.png","9","0.999907","0.924855","flip_h","False","0.999728301","0.549435","0.941761","48.651992","110618","0.909090909","1021","True"
"950","994","Glioma__enh_556","test","Glioma","","Glioma/enh_556.png","Glioma__enh_600","test","Glioma","","Glioma/enh_600.png","12","0.999924","0.884615","flip_h","False","0.999798614","0.523045","0.893116","49.112642","109092","0.898971567","501","False"
"951","974","Glioma__enh_557","test","Glioma","","Glioma/enh_557.png","Glioma__enh_580","test","Glioma","","Glioma/enh_580.png","11","0.999915","0.88","flip_h","False","0.999762616","0.479767","0.86699","49.370527","98275","0.831490887","564","False"
"952","1264","Glioma__enh_558","test","Glioma","","Glioma/enh_558.png","Glioma__enh_870","train","Glioma","","Glioma/enh_870.png","9","0.999899","0.60241","flip_h","False","0.999683939","0.58255","0.990926","48.209982","113880","0.620845921","2008","False"
"953","1269","Glioma__enh_559","test","Glioma","","Glioma/enh_559.png","Glioma__enh_875","train","Glioma","","Glioma/enh_875.png","5","0.999872","0.8","flip_h","True","0.999671819","0.531906","0.900372","49.042368","111012","0.8141542","646","False"
