"PatientId","SliceNumber","ImageRelative","MaskRelative","ImageWidth","ImageHeight","ImageBpp","MaskWidth","MaskHeight","MaskBpp","ImagePixelSha256","MaskPixelSha256","ForegroundPixels","ForegroundFraction","MaskDistinctValues","MaskBinary","RedGreenEqual","RedBlueEqual","GreenBlueEqual","RedStd","GreenStd","BlueStd","ImageFileSha256","MaskFileSha256"
"TCGA_CS_4941_19960909","19","DATASET/kaggle_3m/TCGA_CS_4941_19960909/TCGA_CS_4941_19960909_19.tif","DATASET/kaggle_3m/TCGA_CS_4941_19960909/TCGA_CS_4941_19960909_19_mask.tif","256","256","24","256","256","8","d7c860d8f6154bc6fb67c1fc43eedd387dcd924950aacbce101b693db7f45d48","de2f256064a0af797747c2b97505dc0b9f3df0de4f489eac731c23ae9ca9cc31","0","0","1","True","False","False","False","37.432766","32.025975","28.934385","ce97df0f05c3fc16b8cec8f709084851dfaa3ad5de5251a9785d9a060ede1069","ab7233e2b69e64b6862e0d38232a00875aa27e8e4c6188be9f29a6a8cef6aa60"
"TCGA_CS_4941_19960909","2","DATASET/kaggle_3m/TCGA_CS_4941_19960909/TCGA_CS_4941_19960909_2.tif","DATASET/kaggle_3m/TCGA_CS_4941_19960909/TCGA_CS_4941_19960909_2_mask.tif","256","256","24","256","256","8","4fd27b8bfeda3d5009b127e4f93e09267510a74b759ccc53ae6c99b62037a7fc","de2f256064a0af797747c2b97505dc0b9f3df0de4f489eac731c23ae9ca9cc31","0","0","1","True","False","False","False","53.20465","48.102359","37.77743","b86f3eaa687be057cc18f61a7ebf920332a616aa05a46661548bd64544d70781","ab7233e2b69e64b6862e0d38232a00875aa27e8e4c6188be9f29a6a8cef6aa60"
"TCGA_CS_4941_19960909","20","DATASET/kaggle_3m/TCGA_CS_4941_19960909/TCGA_CS_4941_19960909_20.tif","DATASET/kaggle_3m/TCGA_CS_4941_19960909/TCGA_CS_4941_19960909_20_mask.tif","256","256","24","256","256","8","f8349f3153da12a7050ba14d0e970f216cffb05e9165546cae1c484c531a549a","de2f256064a0af797747c2b97505dc0b9f3df0de4f489eac731c23ae9ca9cc31","0","0","1","True","False","False","False","36.917696","31.653196","27.356709","462cac9dc4b1dbb87675f55e49e6a93623b9a8b84d9e30e2774a4ce10b7ed98d","ab7233e2b69e64b6862e0d38232a00875aa27e8e4c6188be9f29a6a8cef6aa60"
"TCGA_CS_4941_19960909","21","DATASET/kaggle_3m/TCGA_CS_4941_19960909/TCGA_CS_4941_19960909_21.tif","DATASET/kaggle_3m/TCGA_CS_4941_19960909/TCGA_CS_4941_19960909_21_mask.tif","256","256","24","256","256","8","1cb5a970924dd516e5cbe1a14c115a305455ae5c8ed76ec657f5413df4228b06","de2f256064a0af797747c2b97505dc0b9f3df0de4f489eac731c23ae9ca9cc31","0","0","1","True","False","False","False","35.957621","30.711243","25.278943","90e3fab174e23cb2fe00c928880103b4cb3436ab3118207be5293aa265917532","ab7233e2b69e64b6862e0d38232a00875aa27e8e4c6188be9f29a6a8cef6aa60"
"TCGA_CS_4941_19960909","22","DATASET/kaggle_3m/TCGA_CS_4941_19960909/TCGA_CS_4941_19960909_22.tif","DATASET/kaggle_3m/TCGA_CS_4941_19960909/TCGA_CS_4941_19960909_22_mask.tif","256","256","24","256","256","8","f9d9ea4f1620106c488963d95785d33861ae22bef1a12f0d97ba2c745d958d8c","de2f256064a0af797747c2b97505dc0b9f3df0de4f489eac731c23ae9ca9cc31","0","0","1","True","False","False","False","31.567092","27.065456","21.139232","fceb9bf3bc719a5968302db20ae9333dfb2972f02478b498b04758ca3c3d2fa9","ab7233e2b69e64b6862e0d38232a00875aa27e8e4c6188be9f29a6a8cef6aa60"
"TCGA_CS_4941_19960909","23","DATASET/kaggle_3m/TCGA_CS_4941_19960909/TCGA_CS_4941_19960909_23.tif","DATASET/kaggle_3m/TCGA_CS_4941_19960909/TCGA_CS_4941_19960909_23_mask.tif","256","256","24","256","256","8","fde0b2a56b2063ab02d136447e960defd9832ae074a91dd1ee7bdf0b2c637888","de2f256064a0af797747c2b97505dc0b9f3df0de4f489eac731c23ae9ca9cc31","0","0","1","True","False","False","False","27.897381","0.813842","16.688979","0a0d9a0fbc3f40f64245222f351f8378947acd8cd9196dd18aa7254c766f00bf","ab7233e2b69e64b6862e0d38232a00875aa27e8e4c6188be9f29a6a8cef6aa60"
"TCGA_CS_4941_19960909","3","DATASET/kaggle_3m/TCGA_CS_4941_19960909/TCGA_CS_4941_19960909_3.tif","DATASET/kaggle_3m/TCGA_CS_4941_19960909/TCGA_CS_4941_19960909_3_mask.tif","256","256","24","256","256","8","e223dd3badeb956fe850a97b6190371951269a33892d8577ac0dcf4ddf417d67","de2f256064a0af797747c2b97505dc0b9f3df0de4f489eac731c23ae9ca9cc31","0","0","1","True","False","False","False","53.176142","46.388407","39.468009","5ecb7a90a3421f0a209ed57d1505da762e4beb88c2c368d257a6e19ebf55956d","ab7233e2b69e64b6862e0d38232a00875aa27e8e4c6188be9f29a6a8cef6aa60"
"TCGA_CS_4941_19960909","4","DATASET/kaggle_3m/TCGA_CS_4941_19960909/TCGA_CS_4941_19960909_4.tif","DATASET/kaggle_3m/TCGA_CS_4941_19960909/TCGA_CS_4941_19960909_4_mask.tif","256","256","24","256","256","8","3ca53edd354ab38fea83f26a61fefb4e6951ca14f8835151eb708fbcacac5858","de2f256064a0af797747c2b97505dc0b9f3df0de4f489eac731c23ae9ca9cc31","0","0","1","True","False","False","False","54.024095","46.326314","37.512433","fde0111bd833788dfeda2f159f4fd040672f5842d5cdef05b7ef594aeb244ee2","ab7233e2b69e64b6862e0d38232a00875aa27e8e4c6188be9f29a6a8cef6aa60"
"TCGA_CS_4941_19960909","5","DATASET/kaggle_3m/TCGA_CS_4941_19960909/TCGA_CS_4941_19960909_5.tif","DATASET/kaggle_3m/TCGA_CS_4941_19960909/TCGA_CS_4941_19960909_5_mask.tif","256","256","24","256","256","8","e8f974c0d735915d4696924d3bf6c2e99fce6cec3f1717b2fcdc2f103105033a","de2f256064a0af797747c2b97505dc0b9f3df0de4f489eac731c23ae9ca9cc31","0","0","1","True","False","False","False","52.574305","46.706017","33.283624","3032be1309525e2d66b8368be67d633b03b1141d0e5f94c88516a7040adabfa8","ab7233e2b69e64b6862e0d38232a00875aa27e8e4c6188be9f29a6a8cef6aa60"
"TCGA_CS_4941_19960909","6","DATASET/kaggle_3m/TCGA_CS_4941_19960909/TCGA_CS_4941_19960909_6.tif","DATASET/kaggle_3m/TCGA_CS_4941_19960909/TCGA_CS_4941_19960909_6_mask.tif","256","256","24","256","256","8","ca587883b8ad6aa55441e6191efba176ff4f6d49fc599e5b48866934605c305d","de2f256064a0af797747c2b97505dc0b9f3df0de4f489eac731c23ae9ca9cc31","0","0","1","True","False","False","False","51.914622","46.873295","33.364397","ff77e63e159cf12634526125ee1cd2fef5e09a209b937b6f0aa878eb747ae54e","ab7233e2b69e64b6862e0d38232a00875aa27e8e4c6188be9f29a6a8cef6aa60"
"TCGA_CS_4941_19960909","7","DATASET/kaggle_3m/TCGA_CS_4941_19960909/TCGA_CS_4941_19960909_7.tif","DATASET/kaggle_3m/TCGA_CS_4941_19960909/TCGA_CS_4941_19960909_7_mask.tif","256","256","24","256","256","8","54254d869596a5d91328aca1dc77ae56b79611262faefae8e589c7876a8e305a","de2f256064a0af797747c2b97505dc0b9f3df0de4f489eac731c23ae9ca9cc31","0","0","1","True","False","False","False","51.087122","44.760562","34.710708","07b25abb42fc4b6eb59fb1464218d4c684d753f3d385f42738e0060865116445","ab7233e2b69e64b6862e0d38232a00875aa27e8e4c6188be9f29a6a8cef6aa60"
"TCGA_CS_4941_19960909","8","DATASET/kaggle_3m/TCGA_CS_4941_19960909/TCGA_CS_4941_19960909_8.tif","DATASET/kaggle_3m/TCGA_CS_4941_19960909/TCGA_CS_4941_19960909_8_mask.tif","256","256","24","256","256","8","0621f8daec6a5a868a1e2657fb4a324282423f35edc9f686aecfe5fbe15838b1","de2f256064a0af797747c2b97505dc0b9f3df0de4f489eac731c23ae9ca9cc31","0","0","1","True","False","False","False","48.01176","41.276202","33.501904","c2475abeaede7666bea3984aabff07f35d0a44af3ac4cd1a9b1071d5a4c32edc","ab7233e2b69e64b6862e0d38232a00875aa27e8e4c6188be9f29a6a8cef6aa60"
"TCGA_CS_4941_19960909","9","DATASET/kaggle_3m/TCGA_CS_4941_19960909/TCGA_CS_4941_19960909_9.tif","DATASET/kaggle_3m/TCGA_CS_4941_19960909/TCGA_CS_4941_19960909_9_mask.tif","256","256","24","256","256","8","112c27756c01cd53eeb02d5034779b01abee2813ece25e42a1cadccd3b50cd33","de2f256064a0af797747c2b97505dc0b9f3df0de4f489eac731c23ae9ca9cc31","0","0","1","True","False","False","False","46.873053","40.664839","34.804096","dc8e862ca03117541ad02a589b63ff9b7fabcc572f24dcdadf8fdd35d3d62e3f","ab7233e2b69e64b6862e0d38232a00875aa27e8e4c6188be9f29a6a8cef6aa60"
"TCGA_CS_4942_19970222","1","DATASET/kaggle_3m/TCGA_CS_4942_19970222/TCGA_CS_4942_19970222_1.tif","DATASET/kaggle_3m/TCGA_CS_4942_19970222/TCGA_CS_4942_19970222_1_mask.tif","256","256","24","256","256","8","9eb81440991c83e74bcffe3195735e7818e7f69d613617b3d18af61f988ec133","de2f256064a0af797747c2b97505dc0b9f3df0de4f489eac731c23ae9ca9cc31","0","0","1","True","False","False","False","22.228722","0","15.981881","9cf70f8abcc562b3815e20e7e79d66d4cd6539ddd595115dee8c1c56de8883d2","ab7233e2b69e64b6862e0d38232a00875aa27e8e4c6188be9f29a6a8cef6aa60"
"TCGA_CS_4942_19970222","10","DATASET/kaggle_3m/TCGA_CS_4942_19970222/TCGA_CS_4942_19970222_10.tif","DATASET/kaggle_3m/TCGA_CS_4942_19970222/TCGA_CS_4942_19970222_10_mask.tif","256","256","24","256","256","8","a7f8717b178c060523389c1d77ddbf671ddf44dbbfdb0c00b0205714e2f60ffa","2b3e1e6830ede3b15b446fb3fab789ced4a537af172db2f7edae9d86fc8d8951","1257","0.0191802978515625","2","True","False","False","False","41.90558","46.111196","30.502636","e5c7bbf668cc038f6c883b0754616bc271f9e2db773e92378972ab3ebb9eae33","8a28f06d0f942646eb93697885cfd55c4f9c0819f6520b9c7ec0fc6ce61da9a8"
"TCGA_CS_4942_19970222","11","DATASET/kaggle_3m/TCGA_CS_4942_19970222/TCGA_CS_4942_19970222_11.tif","DATASET/kaggle_3m/TCGA_CS_4942_19970222/TCGA_CS_4942_19970222_11_mask.tif","256","256","24","256","256","8","3b1e170e09e345c0f5554043d285b97badcd42c9b973375d3a2e14e464f18b69","71f4e73e0e5aee434d91a1b0210470db02f1a9f1ff4149fd005458c8a17c7549","1539","0.0234832763671875","2","True","False","False","False","43.51952","47.775652","30.481072","05029376d975f513d16690594cee93097db66b50d3061adfc1bdbb115d340f76","9b97e25407155711fb50e084731c2cee3008952077b1ba6f24fa6c8752d3395c"
"TCGA_CS_4942_19970222","12","DATASET/kaggle_3m/TCGA_CS_4942_19970222/TCGA_CS_4942_19970222_12.tif","DATASET/kaggle_3m/TCGA_CS_4942_19970222/TCGA_CS_4942_19970222_12_mask.tif","256","256","24","256","256","8","64dc0ad76fadfc30e37ded2aae5f2474dd1153b0fb73f2eea353d621e5bfe419","348b8edb7aad82456badf8bad7dfd63d502065912428c71a00bb12bef57262c8","1383","0.0211029052734375","2","True","False","False","False","45.174552","48.781277","30.412632","52ee5342e4dcc702a3446cc6204e1235acee9821ef3c3e26f70d223be45cd5c3","d080026aa00036e2e62529abaca9f84e5ca341916010e7f2491063fc3490754e"
"TCGA_CS_4942_19970222","13","DATASET/kaggle_3m/TCGA_CS_4942_19970222/TCGA_CS_4942_19970222_13.tif","DATASET/kaggle_3m/TCGA_CS_4942_19970222/TCGA_CS_4942_19970222_13_mask.tif","256","256","24","256","256","8","1a0dcc3d49e73ae0dd13bff4c169837f06153b00e245e90fdf45171b5144066b","77c7720f4a5c3494f4bcd3de5d7732f6b3b642b577488bec69b0935e63328bb4","1216","0.0185546875","2","True","False","False","False","46.431689","49.583244","30.548538","38636bb0cbae83cd0fa9deede20f89cd2fe9a73a9a98f6693137704c1ccf5de8","9319950fff2f0d12428089e240c9889fdefbca1a5c5b065fdbb5157dbc29e20a"
"TCGA_CS_4942_19970222","14","DATASET/kaggle_3m/TCGA_CS_4942_19970222/TCGA_CS_4942_19970222_14.tif","DATASET/kaggle_3m/TCGA_CS_4942_19970222/TCGA_CS_4942_19970222_14_mask.tif","256","256","24","256","256","8","128bb42a830ef2f81baf7ff43c86fbfc6d6d950ce9d35b53ad47d86f72193167","5eb57874387c483b05f6a4b158e5b8586a48bc6eb7c61d84206f535d3b6954fb","761","0.0116119384765625","2","True","False","False","False","47.413625","50.267827","30.235518","364a81177a3d08462c00668aae7014f0936d1fb9120aba7e3dee9971d47a1ca9","20fe3ea8e039656539f23b301d3a0cda4a7e44312015ffdf09705c239a38eaf8"
"TCGA_CS_4942_19970222","15","DATASET/kaggle_3m/TCGA_CS_4942_19970222/TCGA_CS_4942_19970222_15.tif","DATASET/kaggle_3m/TCGA_CS_4942_19970222/TCGA_CS_4942_19970222_15_mask.tif","256","256","24","256","256","8","aff11aa4e6ba7fc124828eddd993d211b0d71ef179f1f0b4eed16e49040e8a1d","de2f256064a0af797747c2b97505dc0b9f3df0de4f489eac731c23ae9ca9cc31","0","0","1","True","False","False","False","48.436039","51.218265","29.340608","7e844949013ef5b889069967b85418b37e7be94dc6de885a8fe277dbe31309bd","ab7233e2b69e64b6862e0d38232a00875aa27e8e4c6188be9f29a6a8cef6aa60"
"TCGA_CS_4942_19970222","16","DATASET/kaggle_3m/TCGA_CS_4942_19970222/TCGA_CS_4942_19970222_16.tif","DATASET/kaggle_3m/TCGA_CS_4942_19970222/TCGA_CS_4942_19970222_16_mask.tif","256","256","24","256","256","8","a4845a31fd3ebb4546fc475df0df0523ccfda07bc38acbafa2554ade4fe85201","de2f256064a0af797747c2b97505dc0b9f3df0de4f489eac731c23ae9ca9cc31","0","0","1","True","False","False","False","49.328775","51.035037","28.491583","4f549dc31a1299610eb4956e5d34678368f8479e6742d981479d77a9f4719f1e","ab7233e2b69e64b6862e0d38232a00875aa27e8e4c6188be9f29a6a8cef6aa60"
"TCGA_CS_4942_19970222","17","DATASET/kaggle_3m/TCGA_CS_4942_19970222/TCGA_CS_4942_19970222_17.tif","DATASET/kaggle_3m/TCGA_CS_4942_19970222/TCGA_CS_4942_19970222_17_mask.tif","256","256","24","256","256","8","f3d4abc283cdc307d6a85b77ac82fa33d98d81fc6da537b748650ef00245f5a4","de2f256064a0af797747c2b97505dc0b9f3df0de4f489eac731c23ae9ca9cc31","0","0","1","True","False","False","False","50.354187","50.995427","27.006217","3fc964bbbeabac2a19f4de484a3de66bb703cbe31c743c71f831edd56dc6d8e1","ab7233e2b69e64b6862e0d38232a00875aa27e8e4c6188be9f29a6a8cef6aa60"
"TCGA_CS_4942_19970222","18","DATASET/kaggle_3m/TCGA_CS_4942_19970222/TCGA_CS_4942_19970222_18.tif","DATASET/kaggle_3m/TCGA_CS_4942_19970222/TCGA_CS_4942_19970222_18_mask.tif","256","256","24","256","256","8","f224cde7387b86dfe2a75202a7f42e40e567c22b97024a727d80e01980bc646f","de2f256064a0af797747c2b97505dc0b9f3df0de4f489eac731c23ae9ca9cc31","0","0","1","True","False","False","False","51.975067","53.735364","24.392688","d0409882f28116b367462d87913f790e334298493c09b5b81af42e77432fa91d","ab7233e2b69e64b6862e0d38232a00875aa27e8e4c6188be9f29a6a8cef6aa60"
"TCGA_CS_4942_19970222","19","DATASET/kaggle_3m/TCGA_CS_4942_19970222/TCGA_CS_4942_19970222_19.tif","DATASET/kaggle_3m/TCGA_CS_4942_19970222/TCGA_CS_4942_19970222_19_mask.tif","256","256","24","256","256","8","289d21e03536f05a694e7c0e4f56da6b914144e5746f82179d3ef407a33cbda7","de2f256064a0af797747c2b97505dc0b9f3df0de4f489eac731c23ae9ca9cc31","0","0","1","True","False","False","False","54.687523","58.514135","21.651501","4d59ec967137b58f615cd607cfced142cbf7afb1fcc26eb8635bb9cbf8d39f4c","ab7233e2b69e64b6862e0d38232a00875aa27e8e4c6188be9f29a6a8cef6aa60"
"TCGA_CS_4942_19970222","2","DATASET/kaggle_3m/TCGA_CS_4942_19970222/TCGA_CS_4942_19970222_2.tif","DATASET/kaggle_3m/TCGA_CS_4942_19970222/TCGA_CS_4942_19970222_2_mask.tif","256","256","24","256","256","8","d0b04fc9e3946ad29617632ede536533152df56f812b96e92aeee7943275eb5c","de2f256064a0af797747c2b97505dc0b9f3df0de4f489eac731c23ae9ca9cc31","0","0","1","True","False","False","False","25.58674","32.602768","20.248024","4525b07ccc733f358b8b3e92add9b9e04cc3a585ae407bdf70498c22c293fe2b","ab7233e2b69e64b6862e0d38232a00875aa27e8e4c6188be9f29a6a8cef6aa60"
"TCGA_CS_4942_19970222","20","DATASET/kaggle_3m/TCGA_CS_4942_19970222/TCGA_CS_4942_19970222_20.tif","DATASET/kaggle_3m/TCGA_CS_4942_19970222/TCGA_CS_4942_19970222_20_mask.tif","256","256","24","256","256","8","183537debdf8ff47435639572296ed8a4b15fdd06be66d7e01be1cd03b0c82c2","de2f256064a0af797747c2b97505dc0b9f3df0de4f489eac731c23ae9ca9cc31","0","0","1","True","False","False","False","44.517651","0","7.125972","e79d5ce088f2a343ba7bae9abbf3fd473b64c2f81add790a72bc61af5f24ee7b","ab7233e2b69e64b6862e0d38232a00875aa27e8e4c6188be9f29a6a8cef6aa60"
"TCGA_CS_4942_19970222","3","DATASET/kaggle_3m/TCGA_CS_4942_19970222/TCGA_CS_4942_19970222_3.tif","DATASET/kaggle_3m/TCGA_CS_4942_19970222/TCGA_CS_4942_19970222_3_mask.tif","256","256","24","256","256","8","4209f7e4d0b7eaeb5b1c81b8267c7d6ce80a438e64c5bbda776ff4df65deb5dc","de2f256064a0af797747c2b97505dc0b9f3df0de4f489eac731c23ae9ca9cc31","0","0","1","True","False","False","False","26.770869","34.88306","25.125343","fe20df6c2408230e24dc01476ebb268425750e3ff42c2a9f0cd27defabe3e266","ab7233e2b69e64b6862e0d38232a00875aa27e8e4c6188be9f29a6a8cef6aa60"
"TCGA_CS_4942_19970222","4","DATASET/kaggle_3m/TCGA_CS_4942_19970222/TCGA_CS_4942_19970222_4.tif","DATASET/kaggle_3m/TCGA_CS_4942_19970222/TCGA_CS_4942_19970222_4_mask.tif","256","256","24","256","256","8","af551631fd5425f94fc8bc6d1f424cfc0d4969142230c866017d7747638dbb49","de2f256064a0af797747c2b97505dc0b9f3df0de4f489eac731c23ae9ca9cc31","0","0","1","True","False","False","False","30.516438","36.936636","29.998397","a1c728ebe46577e8211c4bdf56501da4ab3ecfc715f33adab6bbb2042bf14c51","ab7233e2b69e64b6862e0d38232a00875aa27e8e4c6188be9f29a6a8cef6aa60"
"TCGA_CS_4942_19970222","5","DATASET/kaggle_3m/TCGA_CS_4942_19970222/TCGA_CS_4942_19970222_5.tif","DATASET/kaggle_3m/TCGA_CS_4942_19970222/TCGA_CS_4942_19970222_5_mask.tif","256","256","24","256","256","8","4fe26a6eb9250f0a7d455961d64fdf2d2d734931495801308f51c3aa1fe7de10","de2f256064a0af797747c2b97505dc0b9f3df0de4f489eac731c23ae9ca9cc31","0","0","1","True","False","False","False","32.38363","38.608937","31.485492","4bdfd96a37efc82d5f3282f73b33909dbb6afe71c10141d5eac3d23d65b792ba","ab7233e2b69e64b6862e0d38232a00875aa27e8e4c6188be9f29a6a8cef6aa60"
"TCGA_CS_4942_19970222","6","DATASET/kaggle_3m/TCGA_CS_4942_19970222/TCGA_CS_4942_19970222_6.tif","DATASET/kaggle_3m/TCGA_CS_4942_19970222/TCGA_CS_4942_19970222_6_mask.tif","256","256","24","256","256","8","6316a70a98f76b50a191c1b9295ae8c959346493e5e98be373f119ea94f3c851","de2f256064a0af797747c2b97505dc0b9f3df0de4f489eac731c23ae9ca9cc31","0","0","1","True","False","False","False","34.88517","41.236097","29.249017","98ff2a9eaabe80f80d7bbdf79c842c7893378136ceca7a871d42b8a8a4c476b4","ab7233e2b69e64b6862e0d38232a00875aa27e8e4c6188be9f29a6a8cef6aa60"
