"first_index","second_index","first_sample_id","first_split","first_class","second_sample_id","second_split","second_class","hamming_distance","pixel_correlation","mask_iou","transform","full_pixel_correlation","full_image_mae","full_image_rmse","full_mask_iou","full_mask_mismatch_pixels","full_verified_likely_duplicate"
"951","4781","Glioma__enh_1341","train","Glioma","Glioma__enh_626","val","Glioma","9","0.9999","0.906977","flip_h","0.999719944","0.606514","0.970167","0.912634876","251","True"
"1130","1309","Glioma__enh_1609","train","Glioma","Glioma__enh_1882","train","Glioma","10","0.999924","0.927711","flip_h","0.999736333","0.776825","1.11335","0.935211808","338","True"
"1134","5813","Glioma__enh_1616","train","Glioma","Glioma__enh_784","test","Glioma","7","0.999937","0.916667","flip_h","0.999781131","0.786755","1.125924","0.914024191","263","True"
"1844","2079","Meningioma__enh_717","train","Meningioma","Meningioma__enh_1112","train","Meningioma","1","0.999896","0.937173","identity","0.999842565","0.82415","1.488409","0.940764279","727","True"
"1859","5152","Meningioma__enh_777","train","Meningioma","Meningioma__enh_1282","val","Meningioma","8","0.999915","0.965517","flip_h","0.999784368","0.525818","0.888489","0.939512962","231","True"
"1861","2179","Meningioma__enh_779","train","Meningioma","Meningioma__enh_1317","train","Meningioma","11","0.999929","0.872727","flip_h","0.999782119","0.538692","0.945327","0.90183513","337","True"
"1862","2216","Meningioma__enh_782","train","Meningioma","Meningioma__enh_1365","train","Meningioma","10","0.999923","0.880597","flip_h","0.999760204","0.576019","0.978903","0.908286039","404","True"
"1866","2230","Meningioma__enh_787","train","Meningioma","Meningioma__enh_1389","train","Meningioma","11","0.999932","0.953846","flip_h","0.999823388","0.4907","0.861344","0.951820819","598","True"
"1870","2245","Meningioma__enh_791","train","Meningioma","Meningioma__enh_1405","train","Meningioma","10","0.999928","0.976331","flip_h","0.99982476","0.528057","0.88938","0.959832407","441","True"
"1873","2255","Meningioma__enh_794","train","Meningioma","Meningioma__enh_1420","train","Meningioma","10","0.99993","0.9125","flip_h","0.99980228","0.575958","0.951803","0.957643814","215","True"
"1874","2142","Meningioma__enh_795","train","Meningioma","Meningioma__enh_1258","train","Meningioma","12","0.999903","0.907895","flip_h","0.999734046","0.560177","0.924654","0.92578986","707","True"
"1878","5130","Meningioma__enh_804","train","Meningioma","Meningioma__enh_1081","val","Meningioma","8","0.999928","0.972973","flip_h","0.9997298","0.625969","1.051322","0.926680244","180","True"
"1880","2062","Meningioma__enh_806","train","Meningioma","Meningioma__enh_1086","train","Meningioma","10","0.999931","0.933775","flip_h","0.999807485","0.552414","0.926416","0.948833789","487","True"
"1887","6140","Meningioma__enh_815","train","Meningioma","Meningioma__enh_1190","test","Meningioma","12","0.999935","0.929412","flip_h","0.999830112","0.575001","0.924868","0.946232558","289","True"
"1888","6142","Meningioma__enh_817","train","Meningioma","Meningioma__enh_1195","test","Meningioma","9","0.999934","0.94186","flip_h","0.999801687","0.588791","0.984828","0.941572625","321","True"
"1890","6146","Meningioma__enh_820","train","Meningioma","Meningioma__enh_1206","test","Meningioma","9","0.999923","0.864865","flip_h","0.999727861","0.633305","1.043888","0.906189762","438","True"
"1893","2069","Meningioma__enh_827","train","Meningioma","Meningioma__enh_1094","train","Meningioma","12","0.999944","0.959459","flip_h","0.999822271","0.564095","0.961497","0.91273162","438","True"
"1894","2074","Meningioma__enh_829","train","Meningioma","Meningioma__enh_1100","train","Meningioma","10","0.999917","0.93617","flip_h","0.999706203","0.644608","1.058003","0.918116684","240","True"
"1898","2052","Meningioma__enh_838","train","Meningioma","Meningioma__enh_1072","train","Meningioma","12","0.999936","0.920635","flip_h","0.999808578","0.606346","0.991841","0.924928067","287","True"
"1913","5171","Meningioma__enh_873","train","Meningioma","Meningioma__enh_1436","val","Meningioma","4","0.999926","0.939759","flip_h","0.999760825","0.684544","1.058426","0.946988891","272","True"
"1919","5179","Meningioma__enh_881","train","Meningioma","Meningioma__enh_1465","val","Meningioma","3","0.99993","0.893939","flip_h","0.999751877","0.726994","1.111936","0.962059621","154","True"
"1921","2289","Meningioma__enh_883","train","Meningioma","Meningioma__enh_1471","train","Meningioma","8","0.99995","0.944444","flip_h","0.999831371","0.669941","1.041184","0.937586926","359","True"
"1922","5180","Meningioma__enh_884","train","Meningioma","Meningioma__enh_1474","val","Meningioma","9","0.999928","0.922222","flip_h","0.999775526","0.694717","1.045869","0.918082095","463","True"
"1924","6192","Meningioma__enh_887","train","Meningioma","Meningioma__enh_1485","test","Meningioma","12","0.999948","0.891304","flip_h","0.999800696","0.699577","1.090061","0.91538192","483","True"
"1927","2303","Meningioma__enh_893","train","Meningioma","Meningioma__enh_1509","train","Meningioma","8","0.999901","0.933333","flip_h","0.999666","0.700302","1.073704","0.925916161","281","True"
"1929","2312","Meningioma__enh_895","train","Meningioma","Meningioma__enh_1520","train","Meningioma","8","0.999932","0.880342","flip_h","0.999768376","0.677864","1.06098","0.921157274","575","True"
"1934","5189","Meningioma__enh_902","train","Meningioma","Meningioma__enh_1545","val","Meningioma","9","0.999949","0.965517","flip_h","0.999811981","0.7234","1.111874","0.92244898","152","True"
"1935","5192","Meningioma__enh_906","train","Meningioma","Meningioma__enh_1566","val","Meningioma","11","0.999933","0.932099","flip_h","0.999778152","0.674309","1.046091","0.953001077","480","True"
"1936","2344","Meningioma__enh_907","train","Meningioma","Meningioma__enh_1571","train","Meningioma","8","0.999913","0.9375","flip_h","0.999726506","0.694309","1.063105","0.931837699","635","True"
"1937","2347","Meningioma__enh_908","train","Meningioma","Meningioma__enh_1574","train","Meningioma","12","0.999944","0.953488","flip_h","0.999828272","0.665726","1.026404","0.909184373","265","True"
"1938","2350","Meningioma__enh_909","train","Meningioma","Meningioma__enh_1579","train","Meningioma","12","0.999926","0.953947","flip_h","0.999759653","0.688141","1.061534","0.955929404","427","True"
"1940","6207","Meningioma__enh_911","train","Meningioma","Meningioma__enh_1586","test","Meningioma","7","0.99991","0.904762","flip_h","0.999750316","0.664436","1.011726","0.908284024","124","True"
"1942","2328","Meningioma__enh_914","train","Meningioma","Meningioma__enh_1547","train","Meningioma","12","0.999939","0.907895","flip_h","0.99982162","0.610603","0.969836","0.948101266","246","True"
"1946","2363","Meningioma__enh_918","train","Meningioma","Meningioma__enh_1602","train","Meningioma","9","0.999911","0.933775","flip_h","0.999702322","0.693058","1.060342","0.943611404","534","True"
"1948","2368","Meningioma__enh_920","train","Meningioma","Meningioma__enh_1609","train","Meningioma","9","0.999927","0.878788","flip_h","0.999765454","0.683239","1.039901","0.940114068","126","True"
"1958","2569","Meningioma__enh_949","train","Meningioma","Meningioma__enh_1912","train","Meningioma","11","0.999947","0.909091","flip_h","0.999824233","0.773739","1.095553","0.918858002","108","True"
"1961","2577","Meningioma__enh_952","train","Meningioma","Meningioma__enh_1924","train","Meningioma","11","0.999897","0.914894","flip_h","0.999665017","0.809845","1.143678","0.910181582","277","True"
"1966","6255","Meningioma__enh_960","train","Meningioma","Meningioma__enh_1958","test","Meningioma","8","0.999934","1","flip_h","0.999746385","0.854771","1.205037","0.961971601","233","True"
"1968","2610","Meningioma__enh_963","train","Meningioma","Meningioma__enh_1970","train","Meningioma","7","0.999908","0.966102","flip_h","0.999702123","0.778931","1.105872","0.962979056","426","True"
"1982","2645","Meningioma__enh_981","train","Meningioma","Meningioma__enh_2020","train","Meningioma","10","0.999901","0.957672","flip_h","0.999692828","0.770645","1.102428","0.952725479","575","True"
"1984","2651","Meningioma__enh_984","train","Meningioma","Meningioma__enh_2034","train","Meningioma","12","0.999923","0.915254","flip_h","0.9997365","0.774776","1.116144","0.939591078","455","True"
"1992","2676","Meningioma__enh_993","train","Meningioma","Meningioma__enh_2069","train","Meningioma","12","0.999944","0.940476","flip_h","0.999799052","0.816505","1.145711","0.912210846","463","True"
"1996","2536","Meningioma__enh_999","train","Meningioma","Meningioma__enh_1872","train","Meningioma","10","0.999943","0.987179","flip_h","0.999792279","0.782074","1.132678","0.968681209","313","True"
"1997","2540","Meningioma__enh_1000","train","Meningioma","Meningioma__enh_1876","train","Meningioma","7","0.999877","0.901961","flip_h","0.999595025","0.802589","1.143284","0.908656808","593","True"
"2030","2221","Meningioma__enh_1041","train","Meningioma","Meningioma__enh_1376","train","Meningioma","11","0.999949","0.918367","flip_h","0.999835388","0.547455","0.949528","0.910543131","280","True"
"2031","2222","Meningioma__enh_1042","train","Meningioma","Meningioma__enh_1377","train","Meningioma","11","0.999944","0.938202","flip_h","0.999828583","0.529884","0.922165","0.92773729","823","True"
"2032","2223","Meningioma__enh_1043","train","Meningioma","Meningioma__enh_1378","train","Meningioma","10","0.999944","0.960177","flip_h","0.999834528","0.503345","0.891351","0.955180921","654","True"
"2033","5165","Meningioma__enh_1044","train","Meningioma","Meningioma__enh_1380","val","Meningioma","11","0.999946","0.941964","flip_h","0.999847918","0.568447","0.933257","0.944239214","800","True"
"2035","6178","Meningioma__enh_1048","train","Meningioma","Meningioma__enh_1387","test","Meningioma","11","0.999931","0.958333","flip_h","0.999789078","0.628399","1.002965","0.905778894","300","True"
"2036","6179","Meningioma__enh_1049","train","Meningioma","Meningioma__enh_1388","test","Meningioma","10","0.99993","0.914286","flip_h","0.999813817","0.500237","0.874926","0.934872772","581","True"
"2040","2236","Meningioma__enh_1053","train","Meningioma","Meningioma__enh_1395","train","Meningioma","11","0.999924","0.973684","flip_h","0.999817346","0.530804","0.880283","0.908288565","239","True"
"2053","2139","Meningioma__enh_1073","train","Meningioma","Meningioma__enh_1255","train","Meningioma","11","0.999927","0.923077","flip_h","0.999789057","0.572075","0.960767","0.92686643","432","True"
"2066","2198","Meningioma__enh_1091","train","Meningioma","Meningioma__enh_1342","train","Meningioma","11","0.999949","0.930556","flip_h","0.999850595","0.495579","0.876257","0.913544669","810","True"
"2071","2202","Meningioma__enh_1096","train","Meningioma","Meningioma__enh_1346","train","Meningioma","11","0.99994","0.934426","flip_h","0.999809739","0.553921","0.956547","0.941388038","440","True"
"2081","2159","Meningioma__enh_1133","train","Meningioma","Meningioma__enh_1291","train","Meningioma","10","0.999937","0.97006","flip_h","0.999799625","0.558517","0.96702","0.949499673","540","True"
"2092","5151","Meningioma__enh_1168","train","Meningioma","Meningioma__enh_1275","val","Meningioma","9","0.999915","0.933962","flip_h","0.999774023","0.562027","0.943005","0.96137273","251","True"
"2094","6162","Meningioma__enh_1171","train","Meningioma","Meningioma__enh_1283","test","Meningioma","7","0.999891","0.769231","flip_h","0.99971157","0.538311","0.921082","0.901763224","78","True"
"2097","6164","Meningioma__enh_1174","train","Meningioma","Meningioma__enh_1289","test","Meningioma","8","0.999927","0.962963","flip_h","0.999754063","0.585819","0.995084","0.934515689","240","True"
"2098","2160","Meningioma__enh_1176","train","Meningioma","Meningioma__enh_1292","train","Meningioma","6","0.999925","0.916667","flip_h","0.999756907","0.587311","0.987922","0.946829811","239","True"
"2099","2161","Meningioma__enh_1177","train","Meningioma","Meningioma__enh_1294","train","Meningioma","4","0.999927","0.901408","flip_h","0.999769814","0.58382","0.980451","0.944648599","241","True"
"2106","2167","Meningioma__enh_1187","train","Meningioma","Meningioma__enh_1303","train","Meningioma","6","0.999949","0.953125","flip_h","0.999798291","0.665092","1.09278","0.951573255","197","True"
"2107","2168","Meningioma__enh_1188","train","Meningioma","Meningioma__enh_1304","train","Meningioma","11","0.999927","0.920635","flip_h","0.999750111","0.649879","1.058651","0.954964176","176","True"
"2115","2184","Meningioma__enh_1208","train","Meningioma","Meningioma__enh_1322","train","Meningioma","11","0.999927","0.922222","flip_h","0.999736372","0.628654","1.036718","0.938924656","351","True"
"2120","2192","Meningioma__enh_1219","train","Meningioma","Meningioma__enh_1331","train","Meningioma","9","0.999923","0.923077","flip_h","0.999780053","0.548351","0.937665","0.941184516","430","True"
"2121","6168","Meningioma__enh_1221","train","Meningioma","Meningioma__enh_1333","test","Meningioma","10","0.999929","0.972527","flip_h","0.999806904","0.555988","0.927755","0.970237065","344","True"
"2165","6139","Meningioma__enh_1299","train","Meningioma","Meningioma__enh_1181","test","Meningioma","11","0.999924","0.9","flip_h","0.999727382","0.803776","1.172033","0.911401598","244","True"
"2170","6141","Meningioma__enh_1306","train","Meningioma","Meningioma__enh_1191","test","Meningioma","12","0.999943","0.950495","flip_h","0.999852178","0.559509","0.910592","0.948955916","330","True"
"2175","6143","Meningioma__enh_1313","train","Meningioma","Meningioma__enh_1197","test","Meningioma","11","0.999947","0.965517","flip_h","0.999846383","0.544247","0.932275","0.960826211","220","True"
"2180","5139","Meningioma__enh_1318","train","Meningioma","Meningioma__enh_1202","val","Meningioma","12","0.999936","0.8125","flip_h","0.999805434","0.581623","0.974249","0.912512716","86","True"
"2187","6148","Meningioma__enh_1326","train","Meningioma","Meningioma__enh_1212","test","Meningioma","11","0.999873","0.973684","flip_h","0.999665015","0.532394","0.914488","0.913617021","203","True"
"2212","5093","Meningioma__enh_1360","train","Meningioma","Meningioma__enh_781","val","Meningioma","12","0.999908","0.9","flip_h","0.999747694","0.529221","0.913303","0.931075937","344","True"
"2231","3104","Meningioma__enh_1390","train","Meningioma","Pituitary tumor__enh_389","train","Pituitary tumor","10","0.992958","0.926108","flip_h","0.986927501","12.096283","17.667488","0.928812002","930","True"
"2247","6132","Meningioma__enh_1407","train","Meningioma","Meningioma__enh_1062","test","Meningioma","12","0.999943","0.967742","flip_h","0.999853061","0.490986","0.862572","0.957261495","422","True"
"2259","5104","Meningioma__enh_1424","train","Meningioma","Meningioma__enh_868","val","Meningioma","9","0.999941","0.969697","flip_h","0.999808805","0.662792","1.027282","0.946990741","458","True"
"2260","2401","Meningioma__enh_1425","train","Meningioma","Meningioma__enh_1650","train","Meningioma","8","0.999937","0.903704","flip_h","0.999792698","0.67952","1.045708","0.902758298","832","True"
"2264","2406","Meningioma__enh_1430","train","Meningioma","Meningioma__enh_1655","train","Meningioma","11","0.999919","0.933333","flip_h","0.99975532","0.654713","1.017173","0.962169553","249","True"
"2271","2417","Meningioma__enh_1444","train","Meningioma","Meningioma__enh_1670","train","Meningioma","12","0.999923","0.916667","flip_h","0.999770682","0.648735","1.006817","0.918542337","380","True"
"2276","2420","Meningioma__enh_1450","train","Meningioma","Meningioma__enh_1675","train","Meningioma","6","0.99992","0.923077","flip_h","0.999706409","0.795513","1.152458","0.927519819","192","True"
"2278","6221","Meningioma__enh_1455","train","Meningioma","Meningioma__enh_1679","test","Meningioma","8","0.999902","0.790698","flip_h","0.999624141","0.884747","1.228621","0.916832471","209","True"
"2286","6223","Meningioma__enh_1466","train","Meningioma","Meningioma__enh_1688","test","Meningioma","12","0.999924","0.909091","flip_h","0.99973499","0.710232","1.099987","0.95483871","189","True"
"2290","2431","Meningioma__enh_1472","train","Meningioma","Meningioma__enh_1692","train","Meningioma","10","0.999951","0.943662","flip_h","0.999832508","0.668488","1.039642","0.947988442","234","True"
"2291","5207","Meningioma__enh_1473","train","Meningioma","Meningioma__enh_1694","val","Meningioma","11","0.999909","0.92","flip_h","0.999724031","0.647148","1.008009","0.903888025","309","True"
"2292","2433","Meningioma__enh_1475","train","Meningioma","Meningioma__enh_1696","train","Meningioma","11","0.999937","0.910112","flip_h","0.999806634","0.675583","1.032163","0.924452235","431","True"
"2294","2434","Meningioma__enh_1478","train","Meningioma","Meningioma__enh_1699","train","Meningioma","10","0.99994","0.833333","flip_h","0.999795273","0.676781","1.057476","0.915679443","121","True"
"2298","5211","Meningioma__enh_1482","train","Meningioma","Meningioma__enh_1703","val","Meningioma","9","0.99995","0.925","flip_h","0.999819502","0.709785","1.083715","0.914783253","230","True"
"2299","2438","Meningioma__enh_1484","train","Meningioma","Meningioma__enh_1704","train","Meningioma","7","0.999917","0.967742","flip_h","0.999729651","0.686172","1.048543","0.958354624","163","True"
"2304","2453","Meningioma__enh_1510","train","Meningioma","Meningioma__enh_1727","train","Meningioma","10","0.999881","0.846154","flip_h","0.999624336","0.683945","1.050955","0.909273183","362","True"
"2309","2494","Meningioma__enh_1517","train","Meningioma","Meningioma__enh_1792","train","Meningioma","11","0.999924","0.97037","flip_h","0.999772713","0.660526","1.020748","0.963985033","308","True"
"2311","6226","Meningioma__enh_1519","train","Meningioma","Meningioma__enh_1735","test","Meningioma","10","0.999933","0.974684","flip_h","0.999776415","0.675007","1.046585","0.945783133","288","True"
"2313","2459","Meningioma__enh_1521","train","Meningioma","Meningioma__enh_1736","train","Meningioma","9","0.999936","0.931624","flip_h","0.999792794","0.674706","1.045004","0.956427015","320","True"
"2318","5109","Meningioma__enh_1532","train","Meningioma","Meningioma__enh_898","val","Meningioma","6","0.999915","0.920635","flip_h","0.999754855","0.669838","1.017543","0.927580894","282","True"
"2320","5220","Meningioma__enh_1536","train","Meningioma","Meningioma__enh_1746","val","Meningioma","10","0.999932","0.903226","flip_h","0.999785781","0.657211","1.024078","0.921215242","459","True"
"2321","5221","Meningioma__enh_1538","train","Meningioma","Meningioma__enh_1748","val","Meningioma","11","0.99994","0.961538","flip_h","0.999817878","0.633358","1.004368","0.939883268","309","True"
"2326","5222","Meningioma__enh_1544","train","Meningioma","Meningioma__enh_1753","val","Meningioma","11","0.999946","0.933333","flip_h","0.999805948","0.718822","1.109129","0.947785548","112","True"
"2329","2473","Meningioma__enh_1548","train","Meningioma","Meningioma__enh_1756","train","Meningioma","6","0.999932","0.962963","flip_h","0.999789785","0.666035","1.028236","0.93194925","354","True"
"2331","5224","Meningioma__enh_1552","train","Meningioma","Meningioma__enh_1759","val","Meningioma","11","0.999921","0.940299","flip_h","0.99976136","0.658478","1.010621","0.940860215","253","True"
"2341","2481","Meningioma__enh_1568","train","Meningioma","Meningioma__enh_1771","train","Meningioma","11","0.999933","0.944444","flip_h","0.999775597","0.686382","1.05603","0.944425057","637","True"
"2343","2483","Meningioma__enh_1570","train","Meningioma","Meningioma__enh_1773","train","Meningioma","6","0.999905","0.945652","flip_h","0.999700192","0.673279","1.04279","0.946590045","632","True"
"2345","5227","Meningioma__enh_1572","train","Meningioma","Meningioma__enh_1774","val","Meningioma","9","0.999915","0.92","flip_h","0.999719766","0.700169","1.064725","0.908362704","286","True"
"2346","6233","Meningioma__enh_1573","train","Meningioma","Meningioma__enh_1775","test","Meningioma","6","0.999947","0.964912","flip_h","0.999819258","0.663116","1.043707","0.93615257","231","True"
"2348","2484","Meningioma__enh_1576","train","Meningioma","Meningioma__enh_1777","train","Meningioma","10","0.999934","0.953271","flip_h","0.999778751","0.676857","1.049822","0.952395255","317","True"
"2352","2487","Meningioma__enh_1582","train","Meningioma","Meningioma__enh_1781","train","Meningioma","9","0.999929","0.931507","flip_h","0.999794473","0.644878","0.994551","0.946869275","493","True"
"2355","2499","Meningioma__enh_1587","train","Meningioma","Meningioma__enh_1798","train","Meningioma","11","0.999936","0.948052","flip_h","0.99978413","0.706455","1.070802","0.968183649","158","True"
"2357","2500","Meningioma__enh_1590","train","Meningioma","Meningioma__enh_1800","train","Meningioma","12","0.999942","0.92","flip_h","0.999811219","0.687233","1.049801","0.938297241","208","True"
"2362","5232","Meningioma__enh_1601","train","Meningioma","Meningioma__enh_1808","val","Meningioma","12","0.999919","0.961538","flip_h","0.999732541","0.687336","1.053553","0.923110915","522","True"
"2364","2506","Meningioma__enh_1603","train","Meningioma","Meningioma__enh_1809","train","Meningioma","10","0.999925","0.941176","flip_h","0.999741737","0.701927","1.074503","0.936121742","701","True"
"2365","5233","Meningioma__enh_1604","train","Meningioma","Meningioma__enh_1810","val","Meningioma","5","0.999927","0.963415","flip_h","0.999749365","0.705017","1.076305","0.953573097","497","True"
"2370","2509","Meningioma__enh_1612","train","Meningioma","Meningioma__enh_1815","train","Meningioma","12","0.999903","0.903846","flip_h","0.999654315","0.720467","1.09774","0.920454545","266","True"
"2371","5235","Meningioma__enh_1613","train","Meningioma","Meningioma__enh_1816","val","Meningioma","10","0.999905","0.98","flip_h","0.999650444","0.720745","1.103892","0.938588722","208","True"
"2373","2510","Meningioma__enh_1617","train","Meningioma","Meningioma__enh_1819","train","Meningioma","9","0.999932","0.943925","flip_h","0.999775312","0.68808","1.062927","0.9286128","493","True"
"2374","6116","Meningioma__enh_1618","train","Meningioma","Meningioma__enh_922","test","Meningioma","11","0.999936","0.932331","flip_h","0.99979476","0.671993","1.044016","0.908822487","772","True"
"2376","2511","Meningioma__enh_1620","train","Meningioma","Meningioma__enh_1821","train","Meningioma","7","0.99992","0.897638","flip_h","0.999776673","0.632332","0.980399","0.909529703","731","True"
"2378","2441","Meningioma__enh_1622","train","Meningioma","Meningioma__enh_1707","train","Meningioma","12","0.99995","0.962264","flip_h","0.999801044","0.7449","1.137988","0.956740741","292","True"
"2383","5213","Meningioma__enh_1630","train","Meningioma","Meningioma__enh_1712","val","Meningioma","11","0.999934","0.950495","flip_h","0.999777523","0.675385","1.04515","0.946510913","348","True"
"2386","2448","Meningioma__enh_1634","train","Meningioma","Meningioma__enh_1716","train","Meningioma","7","0.999917","0.95302","flip_h","0.999739183","0.659462","1.016534","0.947373895","506","True"
"2387","2493","Meningioma__enh_1635","train","Meningioma","Meningioma__enh_1791","train","Meningioma","11","0.999938","0.952703","flip_h","0.999817462","0.632889","0.989439","0.95738576","401","True"
"2388","2449","Meningioma__enh_1636","train","Meningioma","Meningioma__enh_1717","train","Meningioma","11","0.999933","0.928571","flip_h","0.999790163","0.668606","1.023954","0.93006993","880","True"
"2391","6224","Meningioma__enh_1639","train","Meningioma","Meningioma__enh_1721","test","Meningioma","10","0.99992","0.916129","flip_h","0.999748258","0.667118","1.031481","0.922243596","768","True"
"2393","2451","Meningioma__enh_1641","train","Meningioma","Meningioma__enh_1722","train","Meningioma","12","0.999928","0.859375","flip_h","0.999774031","0.661484","1.027934","0.911993769","339","True"
"2394","5216","Meningioma__enh_1642","train","Meningioma","Meningioma__enh_1723","val","Meningioma","10","0.999936","0.94","flip_h","0.999799119","0.64027","1.014894","0.941386816","377","True"
"2396","5217","Meningioma__enh_1644","train","Meningioma","Meningioma__enh_1724","val","Meningioma","11","0.999945","0.903226","flip_h","0.999844398","0.609959","0.960399","0.905599729","558","True"
