"first_sample_id","first_split","first_class","first_source","first_image_path","second_sample_id","second_split","second_class","second_source","second_image_path","hamming_distance","pixel_correlation","mask_iou","transform","strong","likely_duplicate","full_pixel_correlation","full_image_mae","full_image_rmse","full_image_psnr","full_image_mismatch_pixels","full_mask_iou","full_mask_mismatch_pixels","full_verified_likely_duplicate"
"Glioma__enh_1248","train","Glioma","brisc2025","Glioma/enh_1248.png","Glioma__enh_1223","test","Glioma","brisc2025","Glioma/enh_1223.png","9","0.999884","0.775281","flip_h","False","False","0.999644201","0.615257","0.995695","48.168274","123234","0.817582026","1023","False"
"Glioma__enh_1252","train","Glioma","brisc2025","Glioma/enh_1252.png","Glioma__enh_1224","test","Glioma","brisc2025","Glioma/enh_1224.png","11","0.99986","0.739394","flip_h","False","False","0.999593702","0.626629","0.992693","48.194505","127738","0.739310605","2768","False"
"Glioma__enh_1294","train","Glioma","brisc2025","Glioma/enh_1294.png","Meningioma__enh_133","val","Meningioma","original","Meningioma/enh_133.png","10","0.98528","0.704348","flip_h","False","False","0.973242313","23.109615","33.306966","17.680102","260403","0.671072151","2439","False"
"Glioma__enh_1311","train","Glioma","brisc2025","Glioma/enh_1311.png","Glioma__enh_1230","val","Glioma","brisc2025","Glioma/enh_1230.png","11","0.999907","0.42","flip_h","False","False","0.999730278","0.589569","0.959746","48.487679","120439","0.421913965","3709","False"
"Glioma__enh_1324","train","Glioma","brisc2025","Glioma/enh_1324.png","Glioma__enh_623","test","Glioma","brisc2025","Glioma/enh_623.png","8","0.999896","0.590164","flip_h","True","False","0.999681889","0.647499","1.025117","47.915334","129274","0.622933613","1437","False"
"Glioma__enh_1327","train","Glioma","brisc2025","Glioma/enh_1327.png","Glioma__enh_624","test","Glioma","brisc2025","Glioma/enh_624.png","7","0.999928","0.43617","flip_h","True","False","0.999757611","0.670959","1.057516","47.645067","131840","0.428782895","3473","False"
"Glioma__enh_1341","train","Glioma","brisc2025","Glioma/enh_1341.png","Glioma__enh_626","val","Glioma","brisc2025","Glioma/enh_626.png","9","0.9999","0.906977","flip_h","False","True","0.999719944","0.606514","0.970167","48.393878","125819","0.912634876","251","True"
"Glioma__enh_1383","train","Glioma","brisc2025","Glioma/enh_1383.png","Glioma__enh_1204","test","Glioma","brisc2025","Glioma/enh_1204.png","7","0.999882","0.875","flip_h","True","False","0.99964394","0.619617","0.988665","48.229818","126042","0.896943574","263","False"
"Glioma__enh_1448","train","Glioma","brisc2025","Glioma/enh_1448.png","Meningioma__enh_201","val","Meningioma","original","Meningioma/enh_201.png","10","0.982438","0.745098","flip_h","False","False","0.975818088","19.440639","29.383191","18.768824","259423","0.708444444","984","False"
"Glioma__enh_1473","train","Glioma","brisc2025","Glioma/enh_1473.png","Glioma__enh_1185","test","Glioma","brisc2025","Glioma/enh_1185.png","11","0.999738","0.851852","flip_h","False","False","0.999312391","0.626095","0.978878","48.316231","129313","0.778988544","791","False"
"Glioma__enh_1576","train","Glioma","brisc2025","Glioma/enh_1576.png","Glioma__enh_629","test","Glioma","brisc2025","Glioma/enh_629.png","11","0.999934","0.818182","flip_h","False","False","0.999782351","0.679981","1.048661","47.718103","136133","0.752515091","369","False"
"Glioma__enh_1608","train","Glioma","brisc2025","Glioma/enh_1608.png","Glioma__enh_1630","val","Glioma","brisc2025","Glioma/enh_1630.png","10","0.999931","0.307018","flip_h","False","False","0.999766449","0.766338","1.10991","47.225052","153928","0.307116615","5092","False"
"Glioma__enh_1616","train","Glioma","brisc2025","Glioma/enh_1616.png","Glioma__enh_784","test","Glioma","brisc2025","Glioma/enh_784.png","7","0.999937","0.916667","flip_h","True","True","0.999781131","0.786755","1.125924","47.100625","157089","0.914024191","263","True"
"Glioma__enh_1888","train","Glioma","brisc2025","Glioma/enh_1888.png","Glioma__enh_1611","val","Glioma","brisc2025","Glioma/enh_1611.png","10","0.999908","0.882353","flip_h","False","False","0.999714912","0.763592","1.093759","47.352373","156865","0.896045198","552","False"
"Meningioma__enh_14","train","Meningioma","original","Meningioma/enh_14.png","Glioma__enh_661","val","Glioma","brisc2025","Glioma/enh_661.png","10","0.977502","0.788462","flip_h","False","False","0.966639226","22.438374","32.243683","17.961911","259689","0.786172695","733","False"
"Meningioma__enh_15","train","Meningioma","original","Meningioma/enh_15.png","Glioma__enh_1322","val","Glioma","brisc2025","Glioma/enh_1322.png","8","0.977064","0.545455","flip_h","False","False","0.96636192","22.748096","32.61626","17.862120","259726","0.530275229","1024","False"
"Meningioma__enh_155","train","Meningioma","original","Meningioma/enh_155.png","Glioma__enh_1423","val","Glioma","brisc2025","Glioma/enh_1423.png","12","0.981943","0.646341","flip_h","False","False","0.972924801","17.843296","25.916969","19.859119","259551","0.645741627","1851","False"
"Meningioma__enh_228","train","Meningioma","original","Meningioma/enh_228.png","Glioma__enh_1465","test","Glioma","brisc2025","Glioma/enh_1465.png","9","0.981306","0.717742","flip_h","False","False","0.969856886","22.201469","32.009855","18.025129","259577","0.708266004","2347","False"
"Meningioma__enh_233","train","Meningioma","original","Meningioma/enh_233.png","Glioma__enh_1468","test","Glioma","brisc2025","Glioma/enh_1468.png","7","0.986839","0.792079","flip_h","True","False","0.975478709","21.747257","31.198329","18.248177","259763","0.778448605","2899","False"
"Meningioma__enh_337","train","Meningioma","original","Meningioma/enh_337.png","Glioma__enh_1539","val","Glioma","brisc2025","Glioma/enh_1539.png","11","0.983047","0.583333","flip_h","False","False","0.974324934","22.070335","32.22224","17.967689","260204","0.492286115","362","False"
"Meningioma__enh_777","train","Meningioma","brisc2025","Meningioma/enh_777.png","Meningioma__enh_1282","val","Meningioma","brisc2025","Meningioma/enh_1282.png","8","0.999915","0.965517","flip_h","True","True","0.999784368","0.525818","0.888489","49.157758","111361","0.939512962","231","True"
"Meningioma__enh_804","train","Meningioma","brisc2025","Meningioma/enh_804.png","Meningioma__enh_1081","val","Meningioma","brisc2025","Meningioma/enh_1081.png","8","0.999928","0.972973","flip_h","True","True","0.9997298","0.625969","1.051322","47.696088","118960","0.926680244","180","True"
"Meningioma__enh_808","train","Meningioma","brisc2025","Meningioma/enh_808.png","Meningioma__enh_1169","val","Meningioma","brisc2025","Meningioma/enh_1169.png","7","0.99994","0.827586","flip_h","True","False","0.999802691","0.546814","0.958342","48.500396","107339","0.858757062","500","False"
"Meningioma__enh_815","train","Meningioma","brisc2025","Meningioma/enh_815.png","Meningioma__enh_1190","test","Meningioma","brisc2025","Meningioma/enh_1190.png","12","0.999935","0.929412","flip_h","False","True","0.999830112","0.575001","0.924868","48.809208","121235","0.946232558","289","True"
"Meningioma__enh_817","train","Meningioma","brisc2025","Meningioma/enh_817.png","Meningioma__enh_1195","test","Meningioma","brisc2025","Meningioma/enh_1195.png","9","0.999934","0.94186","flip_h","False","True","0.999801687","0.588791","0.984828","48.263593","117834","0.941572625","321","True"
"Meningioma__enh_820","train","Meningioma","brisc2025","Meningioma/enh_820.png","Meningioma__enh_1206","test","Meningioma","brisc2025","Meningioma/enh_1206.png","9","0.999923","0.864865","flip_h","False","False","0.999727861","0.633305","1.043888","47.757724","120796","0.906189762","438","True"
"Meningioma__enh_873","train","Meningioma","brisc2025","Meningioma/enh_873.png","Meningioma__enh_1436","val","Meningioma","brisc2025","Meningioma/enh_1436.png","4","0.999926","0.939759","flip_h","True","True","0.999760825","0.684544","1.058426","47.637592","136089","0.946988891","272","True"
"Meningioma__enh_881","train","Meningioma","brisc2025","Meningioma/enh_881.png","Meningioma__enh_1465","val","Meningioma","brisc2025","Meningioma/enh_1465.png","3","0.99993","0.893939","flip_h","True","False","0.999751877","0.726994","1.111936","47.209212","140454","0.962059621","154","True"
"Meningioma__enh_884","train","Meningioma","brisc2025","Meningioma/enh_884.png","Meningioma__enh_1474","val","Meningioma","brisc2025","Meningioma/enh_1474.png","9","0.999928","0.922222","flip_h","False","True","0.999775526","0.694717","1.045869","47.741259","141932","0.918082095","463","True"
"Meningioma__enh_887","train","Meningioma","brisc2025","Meningioma/enh_887.png","Meningioma__enh_1485","test","Meningioma","brisc2025","Meningioma/enh_1485.png","12","0.999948","0.891304","flip_h","False","False","0.999800696","0.699577","1.090061","47.381790","135073","0.91538192","483","True"
"Meningioma__enh_899","train","Meningioma","brisc2025","Meningioma/enh_899.png","Meningioma__enh_1535","test","Meningioma","brisc2025","Meningioma/enh_1535.png","8","0.999911","0.835821","flip_h","True","False","0.999741531","0.624058","0.984668","48.265011","128335","0.805136664","827","False"
"Meningioma__enh_902","train","Meningioma","brisc2025","Meningioma/enh_902.png","Meningioma__enh_1545","val","Meningioma","brisc2025","Meningioma/enh_1545.png","9","0.999949","0.965517","flip_h","False","True","0.999811981","0.7234","1.111874","47.209694","139573","0.92244898","152","True"
"Meningioma__enh_906","train","Meningioma","brisc2025","Meningioma/enh_906.png","Meningioma__enh_1566","val","Meningioma","brisc2025","Meningioma/enh_1566.png","11","0.999933","0.932099","flip_h","False","True","0.999778152","0.674309","1.046091","47.739412","134335","0.953001077","480","True"
"Meningioma__enh_911","train","Meningioma","brisc2025","Meningioma/enh_911.png","Meningioma__enh_1586","test","Meningioma","brisc2025","Meningioma/enh_1586.png","7","0.99991","0.904762","flip_h","True","True","0.999750316","0.664436","1.011726","48.029543","138342","0.908284024","124","True"
"Meningioma__enh_916","train","Meningioma","brisc2025","Meningioma/enh_916.png","Meningioma__enh_1595","val","Meningioma","brisc2025","Meningioma/enh_1595.png","10","0.999929","0.319149","flip_h","False","False","0.999742097","0.726131","1.108417","47.236741","141018","0.324720893","2117","False"
"Meningioma__enh_960","train","Meningioma","brisc2025","Meningioma/enh_960.png","Meningioma__enh_1958","test","Meningioma","brisc2025","Meningioma/enh_1958.png","8","0.999934","1","flip_h","True","True","0.999746385","0.854771","1.205037","46.510796","165157","0.961971601","233","True"
"Meningioma__enh_986","train","Meningioma","brisc2025","Meningioma/enh_986.png","Meningioma__enh_2042","val","Meningioma","brisc2025","Meningioma/enh_2042.png","10","0.999894","0.833333","flip_h","False","False","0.999683871","0.729961","1.069979","47.543297","149317","0.861248455","898","False"
"Meningioma__enh_990","train","Meningioma","brisc2025","Meningioma/enh_990.png","Meningioma__enh_2057","val","Meningioma","brisc2025","Meningioma/enh_2057.png","11","0.999922","0.88764","flip_h","False","False","0.999758011","0.796555","1.127642","47.087381","160482","0.88725142","635","False"
"Meningioma__enh_1008","train","Meningioma","brisc2025","Meningioma/enh_1008.png","Meningioma__enh_1350","val","Meningioma","brisc2025","Meningioma/enh_1350.png","4","0.999936","0.847826","flip_h","True","False","0.999775322","0.59478","1.014719","48.003884","114913","0.845762712","455","False"
"Meningioma__enh_1011","train","Meningioma","brisc2025","Meningioma/enh_1011.png","Meningioma__enh_1374","test","Meningioma","brisc2025","Meningioma/enh_1374.png","10","0.999926","0.924528","flip_h","False","True","0.999792351","0.577351","0.955653","48.524798","118026","0.877844311","408","False"
"Meningioma__enh_1017","train","Meningioma","brisc2025","Meningioma/enh_1017.png","Meningioma__enh_1276","test","Meningioma","brisc2025","Meningioma/enh_1276.png","9","0.99993","0.684211","flip_h","False","False","0.999778581","0.573086","0.979525","48.310495","112841","0.70670148","674","False"
"Meningioma__enh_1036","train","Meningioma","brisc2025","Meningioma/enh_1036.png","Meningioma__enh_1367","val","Meningioma","brisc2025","Meningioma/enh_1367.png","12","0.999932","0.816092","flip_h","False","False","0.999798274","0.574444","0.957161","48.511106","117155","0.813713486","1065","False"
"Meningioma__enh_1044","train","Meningioma","brisc2025","Meningioma/enh_1044.png","Meningioma__enh_1380","val","Meningioma","brisc2025","Meningioma/enh_1380.png","11","0.999946","0.941964","flip_h","False","True","0.999847918","0.568447","0.933257","48.730782","118496","0.944239214","800","True"
"Meningioma__enh_1048","train","Meningioma","brisc2025","Meningioma/enh_1048.png","Meningioma__enh_1387","test","Meningioma","brisc2025","Meningioma/enh_1387.png","11","0.999931","0.958333","flip_h","False","True","0.999789078","0.628399","1.002965","48.105085","127224","0.905778894","300","True"
"Meningioma__enh_1049","train","Meningioma","brisc2025","Meningioma/enh_1049.png","Meningioma__enh_1388","test","Meningioma","brisc2025","Meningioma/enh_1388.png","10","0.99993","0.914286","flip_h","False","True","0.999813817","0.500237","0.874926","49.291378","104457","0.934872772","581","True"
"Meningioma__enh_1070","train","Meningioma","brisc2025","Meningioma/enh_1070.png","Meningioma__enh_1418","val","Meningioma","brisc2025","Meningioma/enh_1418.png","9","0.999936","0.921053","flip_h","False","True","0.999796604","0.546024","0.94696","48.604175","109046","0.867001255","318","False"
"Meningioma__enh_1156","train","Meningioma","brisc2025","Meningioma/enh_1156.png","Meningioma__enh_825","test","Meningioma","brisc2025","Meningioma/enh_825.png","12","0.999933","0.64","flip_h","False","False","0.999733369","0.647781","1.087531","47.401970","120523","0.702489757","944","False"
"Meningioma__enh_1166","train","Meningioma","brisc2025","Meningioma/enh_1166.png","Meningioma__enh_1264","val","Meningioma","brisc2025","Meningioma/enh_1264.png","11","0.999898","0.906667","flip_h","False","True","0.999724503","0.515781","0.91815","48.872536","104387","0.870714581","626","False"
"Meningioma__enh_1168","train","Meningioma","brisc2025","Meningioma/enh_1168.png","Meningioma__enh_1275","val","Meningioma","brisc2025","Meningioma/enh_1275.png","9","0.999915","0.933962","flip_h","False","True","0.999774023","0.562027","0.943005","48.640519","116001","0.96137273","251","True"
"Meningioma__enh_1171","train","Meningioma","brisc2025","Meningioma/enh_1171.png","Meningioma__enh_1283","test","Meningioma","brisc2025","Meningioma/enh_1283.png","7","0.999891","0.769231","flip_h","True","False","0.99971157","0.538311","0.921082","48.844835","110196","0.901763224","78","True"
"Meningioma__enh_1174","train","Meningioma","brisc2025","Meningioma/enh_1174.png","Meningioma__enh_1289","test","Meningioma","brisc2025","Meningioma/enh_1289.png","8","0.999927","0.962963","flip_h","True","True","0.999754063","0.585819","0.995084","48.173608","115019","0.934515689","240","True"
"Meningioma__enh_1194","train","Meningioma","brisc2025","Meningioma/enh_1194.png","Meningioma__enh_816","test","Meningioma","brisc2025","Meningioma/enh_816.png","10","0.99993","0.833333","flip_h","False","False","0.999794325","0.582676","0.974132","48.358450","117731","0.826017131","325","False"
"Meningioma__enh_1221","train","Meningioma","brisc2025","Meningioma/enh_1221.png","Meningioma__enh_1333","test","Meningioma","brisc2025","Meningioma/enh_1333.png","10","0.999929","0.972527","flip_h","False","True","0.999806904","0.555988","0.927755","48.782138","114754","0.970237065","344","True"
"Meningioma__enh_1270","train","Meningioma","brisc2025","Meningioma/enh_1270.png","Meningioma__enh_1085","val","Meningioma","brisc2025","Meningioma/enh_1085.png","10","0.999928","0.878261","flip_h","False","False","0.999797252","0.575134","0.952861","48.550214","117749","0.89687981","737","False"
"Meningioma__enh_1277","train","Meningioma","brisc2025","Meningioma/enh_1277.png","Meningioma__enh_1009","test","Meningioma","brisc2025","Meningioma/enh_1009.png","5","0.999944","0.916667","flip_h","True","True","0.999803004","0.584858","1.004151","48.094820","112943","0.889917695","428","False"
"Meningioma__enh_1299","train","Meningioma","brisc2025","Meningioma/enh_1299.png","Meningioma__enh_1181","test","Meningioma","brisc2025","Meningioma/enh_1181.png","11","0.999924","0.9","flip_h","False","True","0.999727382","0.803776","1.172033","46.752008","154356","0.911401598","244","True"
"Meningioma__enh_1306","train","Meningioma","brisc2025","Meningioma/enh_1306.png","Meningioma__enh_1191","test","Meningioma","brisc2025","Meningioma/enh_1191.png","12","0.999943","0.950495","flip_h","False","True","0.999852178","0.559509","0.910592","48.944327","118150","0.948955916","330","True"
"Meningioma__enh_1313","train","Meningioma","brisc2025","Meningioma/enh_1313.png","Meningioma__enh_1197","test","Meningioma","brisc2025","Meningioma/enh_1197.png","11","0.999947","0.965517","flip_h","False","True","0.999846383","0.544247","0.932275","48.739922","110537","0.960826211","220","True"
"Meningioma__enh_1318","train","Meningioma","brisc2025","Meningioma/enh_1318.png","Meningioma__enh_1202","val","Meningioma","brisc2025","Meningioma/enh_1202.png","12","0.999936","0.8125","flip_h","False","False","0.999805434","0.581623","0.974249","48.357402","117272","0.912512716","86","True"
