"component_id","component_size","crosses_splits","splits","sample_id","split","tumor_type"
"Meningioma__enh_1706","2","True","test,train","Meningioma__enh_1706","train","Meningioma"
"Meningioma__enh_893","2","False","train","Meningioma__enh_1509","train","Meningioma"
"Meningioma__enh_893","2","False","train","Meningioma__enh_893","train","Meningioma"
"Meningioma__enh_1510","2","False","train","Meningioma__enh_1510","train","Meningioma"
"Meningioma__enh_1510","2","False","train","Meningioma__enh_1727","train","Meningioma"
"Meningioma__enh_1731","2","True","train,val","Meningioma__enh_1514","val","Meningioma"
"Meningioma__enh_1731","2","True","train,val","Meningioma__enh_1731","train","Meningioma"
"Meningioma__enh_1517","2","False","train","Meningioma__enh_1517","train","Meningioma"
"Meningioma__enh_1517","2","False","train","Meningioma__enh_1792","train","Meningioma"
"Meningioma__enh_1519","2","True","test,train","Meningioma__enh_1519","train","Meningioma"
"Meningioma__enh_1519","2","True","test,train","Meningioma__enh_1735","test","Meningioma"
"Meningioma__enh_895","2","False","train","Meningioma__enh_1520","train","Meningioma"
"Meningioma__enh_895","2","False","train","Meningioma__enh_895","train","Meningioma"
"Meningioma__enh_1521","2","False","train","Meningioma__enh_1521","train","Meningioma"
"Meningioma__enh_1521","2","False","train","Meningioma__enh_1736","train","Meningioma"
"Meningioma__enh_1737","2","True","train,val","Meningioma__enh_1522","val","Meningioma"
"Meningioma__enh_1737","2","True","train,val","Meningioma__enh_1737","train","Meningioma"
"Meningioma__enh_1523","2","True","test,val","Meningioma__enh_1523","val","Meningioma"
"Meningioma__enh_1523","2","True","test,val","Meningioma__enh_896","test","Meningioma"
"Meningioma__enh_1532","2","True","train,val","Meningioma__enh_1532","train","Meningioma"
"Meningioma__enh_1532","2","True","train,val","Meningioma__enh_898","val","Meningioma"
"Meningioma__enh_1536","2","True","train,val","Meningioma__enh_1536","train","Meningioma"
"Meningioma__enh_1536","2","True","train,val","Meningioma__enh_1746","val","Meningioma"
"Meningioma__enh_1538","2","True","train,val","Meningioma__enh_1538","train","Meningioma"
"Meningioma__enh_1538","2","True","train,val","Meningioma__enh_1748","val","Meningioma"
"Meningioma__enh_1794","2","True","test,train","Meningioma__enh_1539","test","Meningioma"
"Meningioma__enh_1794","2","True","test,train","Meningioma__enh_1794","train","Meningioma"
"Meningioma__enh_1544","2","True","train,val","Meningioma__enh_1544","train","Meningioma"
"Meningioma__enh_1544","2","True","train,val","Meningioma__enh_1753","val","Meningioma"
"Meningioma__enh_902","2","True","train,val","Meningioma__enh_1545","val","Meningioma"
"Meningioma__enh_902","2","True","train,val","Meningioma__enh_902","train","Meningioma"
"Meningioma__enh_914","2","False","train","Meningioma__enh_1547","train","Meningioma"
"Meningioma__enh_914","2","False","train","Meningioma__enh_914","train","Meningioma"
"Meningioma__enh_1548","2","False","train","Meningioma__enh_1548","train","Meningioma"
"Meningioma__enh_1548","2","False","train","Meningioma__enh_1756","train","Meningioma"
"Meningioma__enh_903","2","True","test,val","Meningioma__enh_1549","test","Meningioma"
"Meningioma__enh_903","2","True","test,val","Meningioma__enh_903","val","Meningioma"
"Meningioma__enh_1552","2","True","train,val","Meningioma__enh_1552","train","Meningioma"
"Meningioma__enh_1552","2","True","train,val","Meningioma__enh_1759","val","Meningioma"
"Meningioma__enh_1760","2","True","train,val","Meningioma__enh_1553","val","Meningioma"
"Meningioma__enh_1760","2","True","train,val","Meningioma__enh_1760","train","Meningioma"
"Meningioma__enh_1762","2","True","test,train","Meningioma__enh_1555","test","Meningioma"
"Meningioma__enh_1762","2","True","test,train","Meningioma__enh_1762","train","Meningioma"
"Meningioma__enh_1763","2","True","test,train","Meningioma__enh_1556","test","Meningioma"
"Meningioma__enh_1763","2","True","test,train","Meningioma__enh_1763","train","Meningioma"
"Meningioma__enh_906","2","True","train,val","Meningioma__enh_1566","val","Meningioma"
"Meningioma__enh_906","2","True","train,val","Meningioma__enh_906","train","Meningioma"
"Meningioma__enh_1568","2","False","train","Meningioma__enh_1568","train","Meningioma"
"Meningioma__enh_1568","2","False","train","Meningioma__enh_1771","train","Meningioma"
"Meningioma__enh_1570","2","False","train","Meningioma__enh_1570","train","Meningioma"
"Meningioma__enh_1570","2","False","train","Meningioma__enh_1773","train","Meningioma"
"Meningioma__enh_907","2","False","train","Meningioma__enh_1571","train","Meningioma"
"Meningioma__enh_907","2","False","train","Meningioma__enh_907","train","Meningioma"
"Meningioma__enh_1572","2","True","train,val","Meningioma__enh_1572","train","Meningioma"
"Meningioma__enh_1572","2","True","train,val","Meningioma__enh_1774","val","Meningioma"
"Meningioma__enh_1573","2","True","test,train","Meningioma__enh_1573","train","Meningioma"
"Meningioma__enh_1573","2","True","test,train","Meningioma__enh_1775","test","Meningioma"
"Meningioma__enh_908","2","False","train","Meningioma__enh_1574","train","Meningioma"
"Meningioma__enh_908","2","False","train","Meningioma__enh_908","train","Meningioma"
"Meningioma__enh_1575","2","False","test","Meningioma__enh_1575","test","Meningioma"
"Meningioma__enh_1575","2","False","test","Meningioma__enh_1776","test","Meningioma"
"Meningioma__enh_1576","2","False","train","Meningioma__enh_1576","train","Meningioma"
"Meningioma__enh_1576","2","False","train","Meningioma__enh_1777","train","Meningioma"
"Meningioma__enh_1797","2","True","train,val","Meningioma__enh_1578","val","Meningioma"
"Meningioma__enh_1797","2","True","train,val","Meningioma__enh_1797","train","Meningioma"
"Meningioma__enh_909","2","False","train","Meningioma__enh_1579","train","Meningioma"
"Meningioma__enh_909","2","False","train","Meningioma__enh_909","train","Meningioma"
"Meningioma__enh_1580","2","False","test","Meningioma__enh_1580","test","Meningioma"
"Meningioma__enh_1580","2","False","test","Meningioma__enh_1779","test","Meningioma"
"Meningioma__enh_1582","2","False","train","Meningioma__enh_1582","train","Meningioma"
"Meningioma__enh_1582","2","False","train","Meningioma__enh_1781","train","Meningioma"
"Meningioma__enh_911","2","True","test,train","Meningioma__enh_1586","test","Meningioma"
"Meningioma__enh_911","2","True","test,train","Meningioma__enh_911","train","Meningioma"
"Meningioma__enh_1587","2","False","train","Meningioma__enh_1587","train","Meningioma"
"Meningioma__enh_1587","2","False","train","Meningioma__enh_1798","train","Meningioma"
"Meningioma__enh_1590","2","False","train","Meningioma__enh_1590","train","Meningioma"
"Meningioma__enh_1590","2","False","train","Meningioma__enh_1800","train","Meningioma"
"Meningioma__enh_1804","2","True","test,train","Meningioma__enh_1596","test","Meningioma"
"Meningioma__enh_1804","2","True","test,train","Meningioma__enh_1804","train","Meningioma"
"Meningioma__enh_1601","2","True","train,val","Meningioma__enh_1601","train","Meningioma"
"Meningioma__enh_1601","2","True","train,val","Meningioma__enh_1808","val","Meningioma"
"Meningioma__enh_918","2","False","train","Meningioma__enh_1602","train","Meningioma"
"Meningioma__enh_918","2","False","train","Meningioma__enh_918","train","Meningioma"
"Meningioma__enh_1603","2","False","train","Meningioma__enh_1603","train","Meningioma"
"Meningioma__enh_1603","2","False","train","Meningioma__enh_1809","train","Meningioma"
"Meningioma__enh_1604","2","True","train,val","Meningioma__enh_1604","train","Meningioma"
"Meningioma__enh_1604","2","True","train,val","Meningioma__enh_1810","val","Meningioma"
"Meningioma__enh_1605","2","False","val","Meningioma__enh_1605","val","Meningioma"
"Meningioma__enh_1605","2","False","val","Meningioma__enh_1811","val","Meningioma"
"Meningioma__enh_1608","2","True","test,val","Meningioma__enh_1608","val","Meningioma"
"Meningioma__enh_1608","2","True","test,val","Meningioma__enh_1813","test","Meningioma"
"Meningioma__enh_920","2","False","train","Meningioma__enh_1609","train","Meningioma"
"Meningioma__enh_920","2","False","train","Meningioma__enh_920","train","Meningioma"
"Meningioma__enh_1612","2","False","train","Meningioma__enh_1612","train","Meningioma"
"Meningioma__enh_1612","2","False","train","Meningioma__enh_1815","train","Meningioma"
"Meningioma__enh_1613","2","True","train,val","Meningioma__enh_1613","train","Meningioma"
"Meningioma__enh_1613","2","True","train,val","Meningioma__enh_1816","val","Meningioma"
"Meningioma__enh_1617","2","False","train","Meningioma__enh_1617","train","Meningioma"
"Meningioma__enh_1617","2","False","train","Meningioma__enh_1819","train","Meningioma"
"Meningioma__enh_1618","2","True","test,train","Meningioma__enh_1618","train","Meningioma"
"Meningioma__enh_1618","2","True","test,train","Meningioma__enh_922","test","Meningioma"
"Meningioma__enh_1620","2","False","train","Meningioma__enh_1620","train","Meningioma"
"Meningioma__enh_1620","2","False","train","Meningioma__enh_1821","train","Meningioma"
"Meningioma__enh_1622","2","False","train","Meningioma__enh_1622","train","Meningioma"
"Meningioma__enh_1622","2","False","train","Meningioma__enh_1707","train","Meningioma"
"Meningioma__enh_1708","2","True","train,val","Meningioma__enh_1623","val","Meningioma"
"Meningioma__enh_1708","2","True","train,val","Meningioma__enh_1708","train","Meningioma"
"Meningioma__enh_1630","2","True","train,val","Meningioma__enh_1630","train","Meningioma"
"Meningioma__enh_1630","2","True","train,val","Meningioma__enh_1712","val","Meningioma"
"Meningioma__enh_1714","2","True","test,train","Meningioma__enh_1633","test","Meningioma"
"Meningioma__enh_1714","2","True","test,train","Meningioma__enh_1714","train","Meningioma"
"Meningioma__enh_1634","2","False","train","Meningioma__enh_1634","train","Meningioma"
"Meningioma__enh_1634","2","False","train","Meningioma__enh_1716","train","Meningioma"
"Meningioma__enh_1635","2","False","train","Meningioma__enh_1635","train","Meningioma"
"Meningioma__enh_1635","2","False","train","Meningioma__enh_1791","train","Meningioma"
"Meningioma__enh_1636","2","False","train","Meningioma__enh_1636","train","Meningioma"
"Meningioma__enh_1636","2","False","train","Meningioma__enh_1717","train","Meningioma"
"Meningioma__enh_1639","2","True","test,train","Meningioma__enh_1639","train","Meningioma"
"Meningioma__enh_1639","2","True","test,train","Meningioma__enh_1721","test","Meningioma"
"Meningioma__enh_1641","2","False","train","Meningioma__enh_1641","train","Meningioma"
"Meningioma__enh_1641","2","False","train","Meningioma__enh_1722","train","Meningioma"
