"sample_id","source_id","tumor_type","group_id","split","image_path","mask_path","image_sha256","mask_sha256"
"Glioma__enh_35","35","Glioma","similarity_34","train","Glioma/enh_35.png","Glioma/enh_35_mask.png","fd2a352c5393e55a4088248cc43d4c89e13987ef4d6499a294315ed3adaae372","8829e11e9793927e59f1fa422ee7034b9ceec27612a2e0306b2f559a39703cc4"
"Glioma__enh_37","37","Glioma","similarity_36","train","Glioma/enh_37.png","Glioma/enh_37_mask.png","8f580d1fedae7204555348c8c53f3c2165313f8cf4e8a5643baeac32cd858e73","2a2c880af3c225a0e0397c1974a53ddf60211bc3598a4b45b2c2a0fea69aab3a"
"Glioma__enh_38","38","Glioma","similarity_37","train","Glioma/enh_38.png","Glioma/enh_38_mask.png","f4152a1f3e2f37a24eee28fbac6e47dc201d3775939239dcaebba3892ec98198","6f44920b7de06899ed6477963e9ce01a922ee2aa7494c2467bcf884ed8fa5d8b"
"Glioma__enh_39","39","Glioma","similarity_38","train","Glioma/enh_39.png","Glioma/enh_39_mask.png","b157fe08d95a95c0f8fb70b535ec8123a29ffb0fd53d52cf2400b435f6233027","55dd5d3da5f9ac3b8ad5ac6e9c52ededab1cf5d04331aa5b3642de317a7ac2b5"
"Glioma__enh_42","42","Glioma","similarity_41","train","Glioma/enh_42.png","Glioma/enh_42_mask.png","1fab7fe69aff05793621f3c014370e5b2d348b9e1f0dc6f6e3edecdd022e2e03","c0682ce2ab5be4e34e320c48e14d5556ce89a9fe45b39fba6a3df0e598b09bed"
"Glioma__enh_43","43","Glioma","similarity_42","train","Glioma/enh_43.png","Glioma/enh_43_mask.png","cfbe20f8c7dafd831c28281042c4770b80039cbb49ea9b1af895755e2a69f2f8","b485c3412372b0320e91dafab77cd03a9c875cf38ccc95d8931635299b246104"
"Glioma__enh_44","44","Glioma","similarity_43","train","Glioma/enh_44.png","Glioma/enh_44_mask.png","e99d5278c6ede66c77e1054c8bd99ca956463cdf5bcdcc6088017206e27ba409","1babd08591f31dcc520c2a44b5f545ec971f5edb931dbec9a8026655792e4c87"
"Glioma__enh_45","45","Glioma","similarity_44","train","Glioma/enh_45.png","Glioma/enh_45_mask.png","3df386df195d345459a255c317e541169bb2ba33000f37cac39a225fc4f633e6","d2c86838905722e8aa4cc0b03fd27fa126c035fd4d5bb94216b4e43f2a61db1c"
"Glioma__enh_46","46","Glioma","similarity_45","train","Glioma/enh_46.png","Glioma/enh_46_mask.png","60de634626675b6d916beb0b3d62f1516d86c4d295983e348b33699114841059","831943a07f9e64087ad3f62875b03e1e86bdca5d032339c49e507ff3a0bbbee2"
"Glioma__enh_47","47","Glioma","similarity_46","train","Glioma/enh_47.png","Glioma/enh_47_mask.png","a088756fc687014a551e72ade34c12a8dae02ad70a1a41f4fb909de64d9ac599","a639500d1647253e013765b9e1e8357a4f3a452574c5ec1c5a49394ad4e162e9"
"Glioma__enh_48","48","Glioma","similarity_47","train","Glioma/enh_48.png","Glioma/enh_48_mask.png","a028616c8a8a6f6fc49b568315a02dd0bd48e9a927051d89903e73152323911f","e045508410513e0dd058618331e6e2c40432696f2a775d0435861d6a7d3e35ed"
"Glioma__enh_49","49","Glioma","similarity_48","train","Glioma/enh_49.png","Glioma/enh_49_mask.png","d682def86243c003c7473621c43e2df8b3a5a03c33212272042d2293d3653a52","45ef5e5b75d894bb88602bc56e3dd197a8db4bcf7dfca5690d2a5b8a2c2305c9"
"Glioma__enh_50","50","Glioma","similarity_49","train","Glioma/enh_50.png","Glioma/enh_50_mask.png","8518c98c7fa5b14383f07fea875055c2c9d4caadea3d1d660257becc17d79119","cb25a9c28d649e3a1683e7ff4ce82e2ea77dd19c2a3f19c84fac457f15e95e75"
"Glioma__enh_51","51","Glioma","similarity_50","train","Glioma/enh_51.png","Glioma/enh_51_mask.png","88422750a98d8f27ebca5d19711f314d323c7d73781129ca32ec97af1da56b47","96cd7f72fc0fadd5ec124d74e6a39e1b8e5a1d45d5593aa4d666bd3ac9e5cebe"
"Glioma__enh_52","52","Glioma","similarity_51","train","Glioma/enh_52.png","Glioma/enh_52_mask.png","e1ca9df43496400e352aa3102a9bcf61539c23ab5177c93916f490848a48c85b","329abc928c536b58f9f7bd3d970fd2780595467de9595a45a1552ca7b0701069"
"Glioma__enh_53","53","Glioma","similarity_52","train","Glioma/enh_53.png","Glioma/enh_53_mask.png","e614cc33fea7f75cdd6d7b2906c1bbf2dc34f78c5295430d36b9330b67dd1fdb","e7c9f29a6e9b002b0ff6a973714892a056673c896ad35a5d78f031a63efc8dc5"
"Glioma__enh_55","55","Glioma","similarity_54","train","Glioma/enh_55.png","Glioma/enh_55_mask.png","7d535183c0584a400866721f37770c24043c11c36722d54d8ec026a0200bc7f9","d5624e97011f46ba728c849e066c0f63c20e6e462e48e9fbc7b3fee065965fcf"
"Glioma__enh_56","56","Glioma","similarity_55","train","Glioma/enh_56.png","Glioma/enh_56_mask.png","b329a5988138a165be2c1bffdfee61209f0c3d84b2f1a7d2cf46729e6affde1f","2f5fdfdcb5dbe65b76b47f81641150419094b6ee7960e148fb31608a342a5e93"
"Glioma__enh_58","58","Glioma","similarity_57","train","Glioma/enh_58.png","Glioma/enh_58_mask.png","ef62d6d476f0d8b1a83d73e574b99ac93d154cecec60dbc3156f2708a4c66414","d3073b48efa1b89c1b941307436345c65e82438176c1fb2cc7f441a7aac71f83"
"Glioma__enh_59","59","Glioma","similarity_58","train","Glioma/enh_59.png","Glioma/enh_59_mask.png","46b96f3652483e957af266c165f0e3243fa8d0e35dc9615ad9d13790696c5c98","78d7acc102984d2540fca9a3dc6b7d6dbef1f574a2e7cf6bd2e1fcae008b38c1"
"Glioma__enh_60","60","Glioma","similarity_59","train","Glioma/enh_60.png","Glioma/enh_60_mask.png","1ae8d213fcdab802b1786088afa912fb577c6dd602e952e6be0873119a6068db","6a303bab33e99b7af98a4a71daff954c4be932b367911dbdf63b1bee4657375e"
"Glioma__enh_61","61","Glioma","similarity_60","train","Glioma/enh_61.png","Glioma/enh_61_mask.png","a41590e3db05ba6f8694f21637c7458ebf19cae1f742561502c5da71a9c8f811","c84d2442fd359da177c6ea2d10d9b8deff809c12be80b38796fbf8fae1fbd7c8"
"Glioma__enh_63","63","Glioma","similarity_62","train","Glioma/enh_63.png","Glioma/enh_63_mask.png","b543055c9dd7f9b64c21c5040a2a39ef81bb26a950ee14db1e052a8fd6532254","efb4fbc0593ef63bc80f250126968af88c1b942b4bc5bd2e185809d1d1ae346a"
"Glioma__enh_66","66","Glioma","similarity_65","train","Glioma/enh_66.png","Glioma/enh_66_mask.png","31bb287dba4e1738b580257e1f65d87e0c48fcb008a3f20d7aaedcfc5f3f511c","06f76cb5b3679df5cfb25a2c68eb887b5ec6b1da41455018149279dcc0be5a6f"
"Glioma__enh_68","68","Glioma","similarity_67","train","Glioma/enh_68.png","Glioma/enh_68_mask.png","2a815a2dc77bcf586c6454eb1871499c6698ad43b8c2a5992a584b569fb5dbcc","8b44d6562728163790669afcecd5a8ce0f8808e2144c96f533be55e192624a52"
"Glioma__enh_69","69","Glioma","similarity_68","train","Glioma/enh_69.png","Glioma/enh_69_mask.png","5fbd3b7f2ad1f6e924e36f23266e9216705d12f4ce679349d631eee14e6548cf","f875080f23a3df8aad5093e0ae93dc90d8ecb3b9990aa66cf4c31b287402d6f6"
"Glioma__enh_71","71","Glioma","similarity_70","train","Glioma/enh_71.png","Glioma/enh_71_mask.png","afc4850ca795dc56a8c914685a7e4b44ae1fe5c4ad6ad4e35118d19ff20f7aed","bc38624a60aab018ae51d222c6c8f4c7cad32275e5f895774cd0587ce5efdda0"
"Glioma__enh_72","72","Glioma","similarity_71","train","Glioma/enh_72.png","Glioma/enh_72_mask.png","ad5adef9b30b8e311bf9b8a339061d01a64a9b96c7925fd9f15bc3df5c6b95d3","679dedad9589262ff2af253b8a803fa502b86fb06be2076ae7d466ae7953ab22"
"Glioma__enh_76","76","Glioma","similarity_75","train","Glioma/enh_76.png","Glioma/enh_76_mask.png","55cc6e0cb9ad92b15a0b2c1ef36f27adda9432fd1f55013ce8e3eb0615293ab8","de342eafc0bcfdd090bcf6e86248015cd2a1d3c46cfddcd5f926264a8890106e"
"Glioma__enh_77","77","Glioma","similarity_76","train","Glioma/enh_77.png","Glioma/enh_77_mask.png","83a8b0e8b96ffac5a787bdec0d887a689c22eeb49b9975918dded43874afa763","eb1add2ec3d0e3d9894c94a79f55275133098aa202f5237274e3a5a47f55d976"
"Glioma__enh_79","79","Glioma","similarity_78","train","Glioma/enh_79.png","Glioma/enh_79_mask.png","5f226aef1275633e2025116311003d80d7af10aab25d54cc472dcd0429d657e0","a29382992184542b3b16915c407300af7aa9c0d4563fb43104964e6c1781e351"
"Glioma__enh_80","80","Glioma","similarity_79","train","Glioma/enh_80.png","Glioma/enh_80_mask.png","deb1e950437da3384ee261d599f8b0cb2c5d3f1e7f2146caa3455753130e8c29","090402217eaf9d2165854e8626a0432cc88c80e46b1511e549bdab9136d57c8d"
"Glioma__enh_85","85","Glioma","similarity_84","train","Glioma/enh_85.png","Glioma/enh_85_mask.png","427dadc1c4f542f68d86c580107227683b6e5582322b929f811dcfa0a4d58528","d593320373c8df268f8ef38203a047a6f9a043c88031cb12dcc61e5a01e434f4"
"Glioma__enh_86","86","Glioma","similarity_85","train","Glioma/enh_86.png","Glioma/enh_86_mask.png","29995d45b328bde0861f883d80ed431e7e959b0a7e06939a1102314595fdc0fd","b86d039f98be38421230bf4abbe77cb2ded00779fb155163a889db0d23c58a30"
"Glioma__enh_87","87","Glioma","similarity_86","train","Glioma/enh_87.png","Glioma/enh_87_mask.png","58cdbd2acdc1b5d77852ce5742d487475de4e405e3a4b1d7295ac4998758912d","40607ddb4e331510351ab3fd30d1eed8c33b18f901773794f71629f9f4dd449e"
"Glioma__enh_88","88","Glioma","similarity_87","train","Glioma/enh_88.png","Glioma/enh_88_mask.png","5e5a82d26fe24b33c75510cdbade37ae10b24135e83065e3b075c33009a6fcae","d90a102208daecffef8dc07e49c1602fc5a32508b6914993792e4459d7325bd8"
"Glioma__enh_89","89","Glioma","similarity_88","train","Glioma/enh_89.png","Glioma/enh_89_mask.png","b586f4075641a0b48c15d25341daf0b7705816a8c7faed53df2d4dc4a7a43579","d151908591bbf6f232db88b36ed51fab200a7ba48880ea7b2000ec6a8e119789"
"Glioma__enh_90","90","Glioma","similarity_89","train","Glioma/enh_90.png","Glioma/enh_90_mask.png","8a952560245cb72ffa8128e23f0c3d2cd7b3b8800d95280c54797bb81de7fd5d","a843579d943cedeb9b785cfe709c702173a45040140212dbde7e0efd1ae8034f"
"Glioma__enh_91","91","Glioma","similarity_90","train","Glioma/enh_91.png","Glioma/enh_91_mask.png","6a8993e87fb159e709067c1db4576f5ebe64f1aaf93b9b0518d8cd43868f15b6","414355ab34e730dfb0a722315f5775a63fd86277b5caaa7cd2500c4a12a588ad"
"Glioma__enh_92","92","Glioma","similarity_91","train","Glioma/enh_92.png","Glioma/enh_92_mask.png","394838b07855ceffda78d1e22dd04ed6489a298b0379f571e341a9ac0055ac6a","8137a84b8a7ec6512958fbc9fccdff2f15830c2b978eca504380cb658a1d71fe"
"Glioma__enh_93","93","Glioma","similarity_92","train","Glioma/enh_93.png","Glioma/enh_93_mask.png","f6d2b4e3c382b146badc5d2ed9f329834f3ffe1941b7e464e79d392fbd8994f3","4e2e971a1d55853058f9fba26785016158adcae92f3a428b6040bb537551de39"
"Glioma__enh_94","94","Glioma","similarity_93","train","Glioma/enh_94.png","Glioma/enh_94_mask.png","869de1cff06a2f57afac389a9a1d6d53bf912201567bbacdf752ebafd736bb90","2a7ef862308b399613dfdc24ec102919787c1228e71617ad2032105af3655b4f"
"Glioma__enh_96","96","Glioma","similarity_95","train","Glioma/enh_96.png","Glioma/enh_96_mask.png","61facddfbd0062912aa91e998d75bf03823f2e8fe26aa475d844d80387f8322a","2999c5beaaf26b365d69cf7e6233c9110fe8c01a75da6ca893d4787c6a8b9301"
"Glioma__enh_97","97","Glioma","similarity_96","train","Glioma/enh_97.png","Glioma/enh_97_mask.png","d1db7b3494543f06e2a0d4bdc92c9809f3ab67e1ed17244f7d93ff1ac50cde38","39b783bb2f37ef52386802a8c5143db98b57d0548352e8498be7e0c805c00dc1"
"Glioma__enh_98","98","Glioma","similarity_97","train","Glioma/enh_98.png","Glioma/enh_98_mask.png","8b06f287e4361131128de2d953239b202ba8fe42deb49d73e89c720a61c46a1c","1a243d970e89441991d0abb9f1951e6a7071d598d5176753e252745c4c04656c"
"Glioma__enh_99","99","Glioma","similarity_98","train","Glioma/enh_99.png","Glioma/enh_99_mask.png","54e44378863a4ee6462af020564efd0826b5fa27a670ac944ae851b2bec5c4b0","c77821e43c9e29d196a7bd72ad9a74157fef28cf508ec91a3324b2cc0c3e4a32"
"Glioma__enh_100","100","Glioma","similarity_99","train","Glioma/enh_100.png","Glioma/enh_100_mask.png","1a789ef9da8191c23c6674529cedb0aa8815583d54152d53af598e5ad12192c2","37d1f50769561446cbaa3595ca78e9288431b78984248094ebeae49f4b96937f"
"Glioma__enh_101","101","Glioma","similarity_100","train","Glioma/enh_101.png","Glioma/enh_101_mask.png","68fd5bcbbcf8a1696af89fda315b97099862b6c6077a743d9809a70c250288db","fa33caf04a64878bd3e59c61cb9ec6c7780653782ffda21dcccf1641ccce5f2c"
"Glioma__enh_102","102","Glioma","similarity_101","train","Glioma/enh_102.png","Glioma/enh_102_mask.png","fd9a16d8a89df352bb9ea759a4a480188fcd0fd76eea027dc9b7a7c609998b14","e6dfcb04759550e37977617f999ca955fac3eac912034d1a5dd2a94e018b1533"
"Glioma__enh_103","103","Glioma","similarity_102","train","Glioma/enh_103.png","Glioma/enh_103_mask.png","71b87821150e09c7f91ef0e16cf2dbfd8d8cf3d760d56a2c2dc3fcaf06e71b6d","aef7975389a390c7afea343e808f118a1551df3db2ab41ab8523c78a070c2434"
"Glioma__enh_104","104","Glioma","similarity_103","train","Glioma/enh_104.png","Glioma/enh_104_mask.png","1536c498d27ac37ae0a773c4c32481e4e8a541cbeff0873e5446b46daeddf67f","544b78fa420426d54d2c786fb1bf216e714f33302d49de46a07f4f53db3e7c8d"
"Glioma__enh_105","105","Glioma","similarity_104","train","Glioma/enh_105.png","Glioma/enh_105_mask.png","6c7d726455289f114fd730c780c6ff7a01d9ad538049c9de35c7199b60c0a4e1","7e495d1746d086646b22178a2d1901b0757a81b8ebed84ca75ebfb01077da1f6"
"Glioma__enh_106","106","Glioma","similarity_105","train","Glioma/enh_106.png","Glioma/enh_106_mask.png","eb25da0df7b84230b6c3da4df9b99013e80a295a643ff8a394ae5b448cf9f2d4","c6d45f0976da2f809699a61c446736be12f6307033a8d922ef2f677aeba7c010"
"Glioma__enh_107","107","Glioma","similarity_106","train","Glioma/enh_107.png","Glioma/enh_107_mask.png","7adcc24db2ad528ecbe7e7643ff6fe9c91d2f036a662440dcd003ecacd7f573d","7fd5841aa2b8ef58b70996a63a6efce4d57afbd8d2733106784aa050720bec89"
"Glioma__enh_108","108","Glioma","similarity_107","train","Glioma/enh_108.png","Glioma/enh_108_mask.png","a81e3a322ed0d91bafd6a08064687d9675903ab9446239926f08174130889142","058d60c5f72801f5bf129f5cf3875c58050bc50dc3bdc05cdb2bda1985d8c848"
"Glioma__enh_109","109","Glioma","similarity_108","train","Glioma/enh_109.png","Glioma/enh_109_mask.png","33be7e9bb18e153d1863d521569ff774cacee69447cbda0147d4ad2d844b8103","81e7fe009bc1062b441b4dc5f948d09a9ab4d4c301afe35775b799ecd154820c"
"Glioma__enh_111","111","Glioma","similarity_110","train","Glioma/enh_111.png","Glioma/enh_111_mask.png","7bbe505016285effc504fc68943a0002734d4d83259181a90ace3f1891c7ec0f","297ed13d89a196a3a989fe54ee4e46e68f81bd1b9eb711cf7e54a142d1f95aab"
"Glioma__enh_113","113","Glioma","similarity_112","train","Glioma/enh_113.png","Glioma/enh_113_mask.png","3a2808716d80ed36f45a2c283c9c105db7f17e0b8acdaeabf5f41365a370c88b","7a334c126e171dd41d1d0aa0a39f9a762a476985b3b9bcac48818ab8e00fc81f"
"Glioma__enh_114","114","Glioma","similarity_113","train","Glioma/enh_114.png","Glioma/enh_114_mask.png","564362a509b4dc2ca4bd9cf27c7eaf80cbdad48d5fdcf0e9f96bc2a4e1f4a6d6","5ed5c38bf562d40d685ae29ee54819dd7e72ae52abd5d3e789171527bdbd00b9"
"Glioma__enh_115","115","Glioma","similarity_114","train","Glioma/enh_115.png","Glioma/enh_115_mask.png","aaafe964a39bef2633ad1001dc9edc1598ceb088ecddf5448c61136037b73b49","2183b7c5c2876281c19336f50d2ed31546f4ea5bc9e880888a1e47c6f4abc8f3"
"Glioma__enh_116","116","Glioma","similarity_115","train","Glioma/enh_116.png","Glioma/enh_116_mask.png","011753480d658b35df9063f5b691befbca562b6e452477ff623b899e4d493f3a","b50217335ea94c8a487b3fb28c6c4c6988c3bd72b812b27ec0812d3e7c5b2fa0"
"Glioma__enh_117","117","Glioma","similarity_116","train","Glioma/enh_117.png","Glioma/enh_117_mask.png","1d1f95a8aa8e6fbbbc6024b4411a0c3ff00867faf6b6c0a0e3ae86e2d580d2d4","0eabd01e08514fbfd10227386f73950df3d728f6cfaaddfab93da8480dbb8eb4"
"Glioma__enh_118","118","Glioma","similarity_117","train","Glioma/enh_118.png","Glioma/enh_118_mask.png","a00004b84c3a42d7bea62e636e904872694129f42dbbf635158d78e79099a4e5","881bb28c8d819d506d616e9daaa154fb7d9ee49622b64e955e313ef0525b5664"
"Glioma__enh_121","121","Glioma","similarity_120","train","Glioma/enh_121.png","Glioma/enh_121_mask.png","9a437ee92023b3333bf67c7d276abc846e334dc785d53d81fbf07c0431871126","b4b52e54eb7915c9fe3d01da3ea8c7655a890f2b3ce6ba352c849a0b409f66b9"
"Glioma__enh_122","122","Glioma","similarity_121","train","Glioma/enh_122.png","Glioma/enh_122_mask.png","2151babf8a82335c332201f565d4853180e055678146198ecca0d5599c3b925a","bc14dcd7eb871a3a939620e3735e36cf0010dc362b3ecae6b8e2b6742ea66428"
"Glioma__enh_123","123","Glioma","similarity_122","train","Glioma/enh_123.png","Glioma/enh_123_mask.png","5affd6da92dfd2136fdf77ec3acdfd600c0913c45380ac2bc89f9464ebe42ec6","4e62fad9ff3eb709520debebe1031de5a97ea390d8b62ea558bc62e7ed36175e"
"Glioma__enh_124","124","Glioma","similarity_123","train","Glioma/enh_124.png","Glioma/enh_124_mask.png","54c4f7e6f5d6a18c6f3de77a60083dfb2503a572d20ea086f4d90691ad499863","d16438a953468c63f80502689d07d4f89b17e92afbc85ba9dc3020b02148b090"
"Glioma__enh_125","125","Glioma","similarity_124","train","Glioma/enh_125.png","Glioma/enh_125_mask.png","a746ade727d9188a4ece106d47226e81a0482b9865a443dd838a502b81757832","61cdee3f54b9d5222b43798f5504d1f921a43309150259194cb4f7096e91ee52"
"Glioma__enh_127","127","Glioma","similarity_126","train","Glioma/enh_127.png","Glioma/enh_127_mask.png","7051c91fd7421897bf1a366e7983974eb3b7b29c07f83cb55bb2749f95f2eee9","e00a2f17b1b55575029ece00c31bccc01362989e6ee84669ab95f61f43db97a7"
"Glioma__enh_129","129","Glioma","similarity_128","train","Glioma/enh_129.png","Glioma/enh_129_mask.png","455bd39d80671f16160889c0d41ae3b7f1a28ecb2eed4046104c32926b662dc3","30ee287ca017e599e8d982f7821942ce2762e7fb17ad51f64e690dbdc881ea3c"
"Glioma__enh_130","130","Glioma","similarity_129","train","Glioma/enh_130.png","Glioma/enh_130_mask.png","11ca6e4702395790bfb1a553430efea84c3d0688130cbeb3987ee1821a29a4af","7ac68158b3adaa7edf6cc98dfc06e84221fefbe65a266aa592b159cc98d0b8a5"
"Glioma__enh_132","132","Glioma","similarity_131","train","Glioma/enh_132.png","Glioma/enh_132_mask.png","409a163f8e68d72d07882e5227a93a95e4e6dc8353407ca38f9aad6af3acdca0","6a9848d1880939ecc2ed5711257917a3bdef9e8098188385438f3b9d5cf1a83b"
"Glioma__enh_133","133","Glioma","similarity_132","train","Glioma/enh_133.png","Glioma/enh_133_mask.png","79c291ccdde6beb9f2249ce90548f94284c0652d6f670dd230751a9728899049","73315e5ff78d413e74e817bc714e072a02b6588227adf639814c23cbe0a39a7b"
"Glioma__enh_134","134","Glioma","similarity_133","train","Glioma/enh_134.png","Glioma/enh_134_mask.png","785812bed9500236f99984c48718e939472a36fb028c8d9a396539ae5ce66e48","756db94486f4e4112124ad956b2f8cf36af4b8f46a8df2c58bc078f133f483a5"
"Glioma__enh_135","135","Glioma","similarity_134","train","Glioma/enh_135.png","Glioma/enh_135_mask.png","430d5112f3793968126d0e9edaf6bf7f722f67d7ced5a830ff55aefbd1295179","e13c7929bcd492f19d902dfacc3f0bc14a4e46b36c837f286c35f971bab8585c"
"Glioma__enh_136","136","Glioma","similarity_135","train","Glioma/enh_136.png","Glioma/enh_136_mask.png","43efbdce43f223ac8dbd88fcad83f837a06ef146179548bcde38d341aaf8c6cc","7ce8549351a0480c4d09ab108ea0359e6b3d681b3a5a6092ba2dd1866d0395a9"
