sample_id,source_id,tumor_type,group_id,split,image_path,mask_path,image_sha256,mask_sha256
Glioma__enh_1862,1862,Glioma,Glioma__enh_1862,train,Glioma/enh_1862.png,Glioma/enh_1862_mask.png,8d68b7a567758035c6bc47dc2a276e8bde00e32203ae8bbe523091870d6687d7,c9039f60a714db15e3cbfc2dbee1269c5a650a479f0023ed8ccc49988fa5075c
Glioma__enh_1863,1863,Glioma,Glioma__enh_1863,train,Glioma/enh_1863.png,Glioma/enh_1863_mask.png,a751154a8119041d481a8b40f5d5aa5d78783a92f0763d5422b6a0d20508da4f,20b7bd5d24510ea31ee6f773b1e7fa0dfebafc86510ed2b7a28589b9483042d3
Glioma__enh_1864,1864,Glioma,Glioma__enh_1864,train,Glioma/enh_1864.png,Glioma/enh_1864_mask.png,7b08d6cbbbd8ec874d9cd48e34d1b0579fa4044ae1afacd01dcab255c0550383,480a13cc0422123d6aaa208558778dc8ff3ea4cf2e3704f075267811bacbc08e
Glioma__enh_1865,1865,Glioma,Glioma__enh_1865,train,Glioma/enh_1865.png,Glioma/enh_1865_mask.png,a836cb7fa69e5980c68137c11a6cc687ec6c4b6bcb0bd6344255c4051ab058b8,4feb1520e25dff86dc827e0f7ab89b1b9738685fce108497707a59826f98e32a
Glioma__enh_1866,1866,Glioma,Glioma__enh_1866,train,Glioma/enh_1866.png,Glioma/enh_1866_mask.png,99f5ad060946af12decf2ee3ebbb02118f5dd8cdd1f5437582bcf5a275a398e0,fffa378b7a91bca779f903158595f25a0097488e4e917d39de62d523bf22ba76
Glioma__enh_1867,1867,Glioma,Glioma__enh_1867,train,Glioma/enh_1867.png,Glioma/enh_1867_mask.png,d739b0049e8a8b33a1ef0209ab9b5cdc8ad7bf141a07db2e7af4362baa60d925,db3ba56ef0d7f12777ef3fc15254c1a97c91e63c5aba21a5507c03cb88c3ddad
Glioma__enh_1871,1871,Glioma,Glioma__enh_1871,train,Glioma/enh_1871.png,Glioma/enh_1871_mask.png,e5fc25fe3d21a69ba04bf27b5c10f6cff7775e8886641c8aa8f6583cd0fdbf86,b2878a6ed01a9752923d83030356b982724209b8c4736f7345383afa98a3ccd7
Glioma__enh_1872,1872,Glioma,Glioma__enh_1872,train,Glioma/enh_1872.png,Glioma/enh_1872_mask.png,8ccd4bda74591f0b51f4ec3c1ac783cbf9d3ea2294db20d6bf2794bbe3ae6144,a2548b206f29d5ef7df4dfd247ff2071e38320c13a48d7f256e0ec0618b585fe
Glioma__enh_1874,1874,Glioma,Glioma__enh_1874,train,Glioma/enh_1874.png,Glioma/enh_1874_mask.png,deb05f8e8e74cc11e0e3d1e727b846ec98a97800d888782b67b8f462f31f8af3,22ad475f0f80a335486465e98891444bd4879e6d9313c025afc0d375da6a2cac
Glioma__enh_1876,1876,Glioma,Glioma__enh_1876,train,Glioma/enh_1876.png,Glioma/enh_1876_mask.png,5f30c064b0d52bf45da65119bce59c219ce798b12a7f28f88f012bd3002147db,ed27dc055b497726744f025e3426b2eddb19f8ba97ed188f34058cb2cdc47e5b
Glioma__enh_1877,1877,Glioma,Glioma__enh_1877,train,Glioma/enh_1877.png,Glioma/enh_1877_mask.png,5c7af83a40785446a0a8bb8267521d37800f6cf57dc205f3c709318ecb51067b,0ccf7855b1542c9913b32a21686beac91116d63a3abdb80c8cd01cdd6d3943fe
Glioma__enh_1878,1878,Glioma,Glioma__enh_1878,train,Glioma/enh_1878.png,Glioma/enh_1878_mask.png,e0cb857d808d52131a2027bb29b09bf4450e2ccf8c53561dd6876ee779fb9b3d,5c4b32497d8c526328d931db1e763101008ff1dc28b46a25ce09d82c092eedf1
Glioma__enh_1879,1879,Glioma,Glioma__enh_1879,train,Glioma/enh_1879.png,Glioma/enh_1879_mask.png,d2399d93d5369c8f776de9d526ccb4e20e099d5ec9203e94199ea987e6fd10d3,045ba7f44cafa32b959a5cea54f1f70e91a389ab745f545ee3a4d0c063190329
Glioma__enh_1880,1880,Glioma,Glioma__enh_1880,train,Glioma/enh_1880.png,Glioma/enh_1880_mask.png,b584b471c76fc9a484b0c57c43bfcc26540a744d84e2147613340f52d0be03ab,962b52e4be1d12b90d32ad8a5e22693a5fbe8ea26d8b3e96ffad636236ab752c
Glioma__enh_1881,1881,Glioma,Glioma__enh_1881,train,Glioma/enh_1881.png,Glioma/enh_1881_mask.png,f8b11406e1d4a66ec8726a51d9d2ceeb24a617a865f86fdeb171f21f67942726,259a9e440bc73a59316d281910a50020c997c65c82150813d8bf60ddc03be803
Glioma__enh_1883,1883,Glioma,Glioma__enh_1883,train,Glioma/enh_1883.png,Glioma/enh_1883_mask.png,67a8c18595467313e9efde6abbf24dbd694d85ed745b951ae634e0c45d126040,34b9f10f50cc7c7d18835cda633a7e556899903607d95fd65c449fd984c6d24b
Glioma__enh_1884,1884,Glioma,Glioma__enh_1884,train,Glioma/enh_1884.png,Glioma/enh_1884_mask.png,e184b076d097aec271181b8ad9556c26a7f7f44905893cb85ad926de5980f75e,13e36ecf5b188c2a2b01ea7a617af72c642bd764dfb2372c810b4bce853ad5a8
Glioma__enh_1885,1885,Glioma,Glioma__enh_1885,train,Glioma/enh_1885.png,Glioma/enh_1885_mask.png,7fd8e15d80f09af9bdb8c36f3a8a55c44d43e29332fa362db4599c71d55630ae,11f67535c91cf63867d86fcbe57852a36fb87d1c2d72af463a7f49626a6d218c
Glioma__enh_1886,1886,Glioma,Glioma__enh_1886,train,Glioma/enh_1886.png,Glioma/enh_1886_mask.png,c84460e2d9729236f9e70281f7d3cc86a87de2bd5d4b95eee56fa8961543e57d,b8faf4ce9c219c07fd6c7b26588fa656ff04ae6e8053e6367bdad33060230329
Glioma__enh_1887,1887,Glioma,Glioma__enh_1887,train,Glioma/enh_1887.png,Glioma/enh_1887_mask.png,7d4f56fbd2c467b4873270bec744b143f52f7be45b4d22e538590d045ab8f14f,b920b51455974ec13a89e92327f6b56e845004d5347f9a5188f5c8b20e9fc8e0
Glioma__enh_1888,1888,Glioma,Glioma__enh_1888,train,Glioma/enh_1888.png,Glioma/enh_1888_mask.png,4e83788b84c29a55b422035be4b3b47391293c5efc39c1c97dc372cbc3fee741,b54bce814d060db3a9ec647f628a38bb152a1be5415c400a21d1f4c4b82576aa
Glioma__enh_1890,1890,Glioma,Glioma__enh_1890,train,Glioma/enh_1890.png,Glioma/enh_1890_mask.png,305c8df9fff44aa14076217fdca9bda74951d2f5bcd200056271aeb40f411aa2,f224bacc038d5978eea8fbe13818ee01ba5806c08854e94bab1a30c4175a52af
Glioma__enh_1891,1891,Glioma,Glioma__enh_1891,train,Glioma/enh_1891.png,Glioma/enh_1891_mask.png,9ab79cb046856a14459ed43c7fa34cf2684ba5d1955ef16c4a64b82cbc4d06ae,43732ec32bfd6b3dd7ff3224dcb020c03b7dbf203a6906708a119754b6028a63
Glioma__enh_1892,1892,Glioma,Glioma__enh_1892,train,Glioma/enh_1892.png,Glioma/enh_1892_mask.png,11286a512e8b46b4dedcb1192602fc3129a96a2f8b3f9e20e5d2d9fb7aa1617b,78853a485fcab1ed2b1b52167bb3d6a5380601d321ae4037866fab011ec509de
Glioma__enh_1893,1893,Glioma,Glioma__enh_1893,train,Glioma/enh_1893.png,Glioma/enh_1893_mask.png,08b0a1871a6f1c5191b043c8624c10011e1d926b72964293323274ef33dd595f,7a57311d1a31c81efc03e4f4d109214656b6e8923c5ba3f75fac66a403b69f53
Glioma__enh_1894,1894,Glioma,Glioma__enh_1894,train,Glioma/enh_1894.png,Glioma/enh_1894_mask.png,696332360ffe08ccc45d128ea3ab4fdf758e2eab2392e462beb939273506cc2b,c37204915221f57bfcea8b39e49dc43badcdf71b616e91aeed69999bc13f1b6b
Glioma__enh_1896,1896,Glioma,Glioma__enh_1896,train,Glioma/enh_1896.png,Glioma/enh_1896_mask.png,cc889c295f52cb1c54d364068d6b93bd377b9d33bd24d3aefbf855148151c10c,5f37206df10a5278675ba1aeeddff11e51cd7c84423fbba4b39936c0c1042fc2
Glioma__enh_1900,1900,Glioma,Glioma__enh_1900,train,Glioma/enh_1900.png,Glioma/enh_1900_mask.png,72d8405fa691c804697822fc845612f959596a1c32d57c0f695afc3f2f0c346c,552198a12ca7f9ab512e19f75878c9d6711c8a94d29308a2cd55d44e829ba4b2
Glioma__enh_1901,1901,Glioma,Glioma__enh_1901,train,Glioma/enh_1901.png,Glioma/enh_1901_mask.png,89bc13781e604c56f7d0aba12a1e1214f6272e10248d0fb6296d90fa318b748f,20a9c31dc70f9bb95164222818a501542e22fb336f262c4583c08411bf5175c7
Glioma__enh_1904,1904,Glioma,Glioma__enh_1904,train,Glioma/enh_1904.png,Glioma/enh_1904_mask.png,3cbc675ba7dc3f4a6fa50cd9490ef832078a094ff5ff927a411fb4344f77b038,412aa6b3856cd08eca46aff5700b31acd34074f582912fb437e31d24a61cca44
Glioma__enh_1907,1907,Glioma,Glioma__enh_1907,train,Glioma/enh_1907.png,Glioma/enh_1907_mask.png,b8dee8cd6b4f23ad9fd558c41ad6dbcaf59778dbb6fafd4c1d93d1e6f45bc5ae,d0030ca0de1918e9d15054335f2341886230a7fa4e9a2bf9afada12dfeb9dd1c
Glioma__enh_1908,1908,Glioma,Glioma__enh_1908,train,Glioma/enh_1908.png,Glioma/enh_1908_mask.png,49ee260546991c4b43f73bc03cbd0ae921c4ad0b48a3a264f3243a3980d596c4,662bb88a142146fc4b96432650b02bd39a346bb818859d6787cc1a8954ba04c1
Glioma__enh_1909,1909,Glioma,Glioma__enh_1909,train,Glioma/enh_1909.png,Glioma/enh_1909_mask.png,ec0054f4639c82f27b260852f4882caf302cb0643beb648994267b0d717c995a,ec032e8efe5d5603149e43cf8d1701216e39826a699143007dc7fce9aa26f1bc
Glioma__enh_1910,1910,Glioma,Glioma__enh_1910,train,Glioma/enh_1910.png,Glioma/enh_1910_mask.png,9e76c8c675d080e305025686d768763bef1a7b3203b73260e3e1751a1edda321,c68426cf531ae3d21b60dfd538148af43c2038564590e0ff33609f62d1458c24
Glioma__enh_1911,1911,Glioma,Glioma__enh_1911,train,Glioma/enh_1911.png,Glioma/enh_1911_mask.png,3646f3b564ece2fe571dfa3ed809abf1d08d44c3f33361cc67704b17243ede98,0aeae38216528e3d66bb84fab17938b987c417096684520799857528d327476c
Glioma__enh_1912,1912,Glioma,Glioma__enh_1912,train,Glioma/enh_1912.png,Glioma/enh_1912_mask.png,b5d1c5d80bf3d69e5dabf7020ab7f3b6c3a9b370002bc98d03c88f1d9211451d,eb26f6d5a831daa9f5bd3c17bbc80c3109709f3141511fae86356c4841a5c787
Glioma__enh_1917,1917,Glioma,Glioma__enh_1917,train,Glioma/enh_1917.png,Glioma/enh_1917_mask.png,2d22566be52bb8593460d2a1c2a0b55616d63d33b767cfbf052924c6cbbef0f7,368a8d229dfa00162ed1e159391ea00a78ef2ada47761e9fa10d66a677fba80a
Glioma__enh_1918,1918,Glioma,Glioma__enh_1918,train,Glioma/enh_1918.png,Glioma/enh_1918_mask.png,b9edf2d914441f4e65d9d88838556681492949c56c69ef2222038d606e5922aa,1a9381a6b41a8833581c306640cc25c829fc1bf9e79db4883d21562f3933a196
Glioma__enh_1919,1919,Glioma,Glioma__enh_1919,train,Glioma/enh_1919.png,Glioma/enh_1919_mask.png,e7940b0cc542a17ebac3a20558d00bdd938131b6738da98a61ea31581cd589da,606e2f0cd04bbd3ee620babba9d0890d61c917c1339188ae9d8ed800b0b91032
Glioma__enh_1920,1920,Glioma,Glioma__enh_1920,train,Glioma/enh_1920.png,Glioma/enh_1920_mask.png,6bf02e74b3941bb20724b2b68fce2cfd847f481cb140eb0074f0d72aefc2c1aa,a3d8095cbb329be70b39f054c117db91a66c9cf2a2d62b0f4f9125c14b98013e
Glioma__enh_1921,1921,Glioma,Glioma__enh_1921,train,Glioma/enh_1921.png,Glioma/enh_1921_mask.png,960649275bf782cbfa4f35e793d4b925359f03cc8b75eb577c22fef51ba959da,efe8061c91549b1cf9e0953d52b1ff8c34497d8efed8ae9b3df0cd8795878281
Glioma__enh_1922,1922,Glioma,Glioma__enh_1922,train,Glioma/enh_1922.png,Glioma/enh_1922_mask.png,91b8cdb2910a8c4a0e6ab120a938aa611fc1442689f497d490f9ccdbdc37205d,ef81541dd059b2ea4379a09a6b5d878f1960f567be9d8b404d021683f2935da3
Glioma__enh_1923,1923,Glioma,Glioma__enh_1923,train,Glioma/enh_1923.png,Glioma/enh_1923_mask.png,ad018be5204cb249bb94cbbafbe778ae270a3e89e87fb44f7921a4dfceae8835,cf1641878133ef08d74d5e9d29df9335b1393044a31107d92028f3fce7fd76d1
Glioma__enh_1925,1925,Glioma,Glioma__enh_1925,train,Glioma/enh_1925.png,Glioma/enh_1925_mask.png,420b10310ebd0940f5527f56be51664e29ffc95d837ce3e1bcabe92fd66af31b,f0017334d3f3f5574b06088ea26b6d593e2b658229fa669ca61d3fb11839a3cc
Glioma__enh_1927,1927,Glioma,Glioma__enh_1927,train,Glioma/enh_1927.png,Glioma/enh_1927_mask.png,3a25953e22cfc5985da021758f21e0b2afdf57914b90bedcb1dd3f0c331fd1f0,7eacbfa9db1a9486cc7ebfbf1dc961fbec0ed58e5794cc5389edf8bd6ff78da5
Glioma__enh_1928,1928,Glioma,Glioma__enh_1928,train,Glioma/enh_1928.png,Glioma/enh_1928_mask.png,db706617db36b95f1aa37649801f71037835880bb67923ee33da93405c3c4431,98e88dba79ac9ef53a4d10295d19ca5bbc4daa998741fd7f0f44a23debb959bb
Glioma__enh_1933,1933,Glioma,Glioma__enh_1933,train,Glioma/enh_1933.png,Glioma/enh_1933_mask.png,556f00e9959d570290d6be7e6070cd3d99d159073dfcd65686235ce85529c72c,4b25343e375a85d9f3950e5878f2797baf8690de8014075d53e0e0d3a66dd26c
Glioma__enh_1934,1934,Glioma,Glioma__enh_1934,train,Glioma/enh_1934.png,Glioma/enh_1934_mask.png,1012885e2fae2548b4ee13165c591f4bd24f7fc1a238e114e3a402d57e76def5,cc50506323afcba1c113b3c9b743a4ed102309d907c2cb65125b480a6599d09e
Glioma__enh_1935,1935,Glioma,Glioma__enh_1935,train,Glioma/enh_1935.png,Glioma/enh_1935_mask.png,a99bd8de0d24efce4b01a2c3fc5c9925445f5b23b8eaae4ce6104f95c9e93c51,44384d90b45bf3606a4d12e1aa6474b3da0fb5b8fadbfd862e5d29bc7203af14
Glioma__enh_1937,1937,Glioma,Glioma__enh_1937,train,Glioma/enh_1937.png,Glioma/enh_1937_mask.png,3e640d6805f3494a937be3baa71270b1da18ce0fe29021149f07d33dd22c7c4c,2adae83d2a3c5b2b25cd99d225857df44437f1e446b3c92f25211748b7a84cce
Glioma__enh_1938,1938,Glioma,Glioma__enh_1938,train,Glioma/enh_1938.png,Glioma/enh_1938_mask.png,4a963b53d1d2ab124366669b00e3d000c1a9515c7485921dc690161340f9a62d,edf613c988b447ab9a0e16fd6895e817d3ebd8f0765c4b56b90c2a90302d1a09
Glioma__enh_1939,1939,Glioma,Glioma__enh_1939,train,Glioma/enh_1939.png,Glioma/enh_1939_mask.png,eaa88a2392e26d59e18227bc9d64dd0f1ebe3d9ef37945f1a5206c63962e34a5,2fd6cd11fd4186ef39f24301644d0477e2fbad9fb7f9a714411373021bdf99de
Glioma__enh_1940,1940,Glioma,Glioma__enh_1940,train,Glioma/enh_1940.png,Glioma/enh_1940_mask.png,f7049d805d3c9a7a28ffab149b036e353ef321ce9ec9634d038fa3ab523b20f7,11ec8a5ff40ffd5bcd633e393d7fbd46d899e310a482b0918b0d9b2077550334
Glioma__enh_1941,1941,Glioma,Glioma__enh_1941,train,Glioma/enh_1941.png,Glioma/enh_1941_mask.png,0157c985f97aa1eb63c9ea63a2cd9f9535939fec2d2177ae81b97b7c6fcfac6b,9cc8caebe531444d800cba738166f925cb41929b899b0a514eb0779bcb5f91b7
Glioma__enh_1942,1942,Glioma,Glioma__enh_1942,train,Glioma/enh_1942.png,Glioma/enh_1942_mask.png,2be0e9db05cdf61b24538b57db5693f051549c151ffacb7c2cf817e4db569c9c,fc2c3323a805472476b0f762bf5c933923b25dda8fa3ac3278f69d0fc45abcf7
Glioma__enh_1943,1943,Glioma,Glioma__enh_1943,train,Glioma/enh_1943.png,Glioma/enh_1943_mask.png,46b64b2546d818d48702f87cac1511aeae59a14cb832813c27b39eb31ac6180e,f926f1f76c5e562b206c69409e5ef6995cd9ba61d1f2c49ee54f457367d4405e
Glioma__enh_1945,1945,Glioma,Glioma__enh_1945,train,Glioma/enh_1945.png,Glioma/enh_1945_mask.png,0d9d1a395217124d17473ad6123b7e6fed5ad02e5cdbd1df145f28e09db4734e,6e1b5410af441573598ba53d656249b62f2ed77b10b4436585f06358c253a58e
Glioma__enh_1947,1947,Glioma,Glioma__enh_1947,train,Glioma/enh_1947.png,Glioma/enh_1947_mask.png,dd618c7fec99b0b27232fe7ec879f2f85f0effabeef1619b1e5fede22608b30f,ffb0574f9f27d7c011aa1f30e067dfdc88798a5e076351c867f6f5f8745e4b04
Glioma__enh_1948,1948,Glioma,Glioma__enh_1948,train,Glioma/enh_1948.png,Glioma/enh_1948_mask.png,08ecb2ae8c2156fbd6188d85b2a99a324e4dc04f3613f38dbd9b49bdc63c83a4,8c4bcdc498b312aae2e527bc63f3131346aa30b5a8e6af60a6789eca7cfeefea
Glioma__enh_1949,1949,Glioma,Glioma__enh_1949,train,Glioma/enh_1949.png,Glioma/enh_1949_mask.png,4eb2b9beb2dc52bc6a5b662141fa70972aaec9eab38050ab0875718e8d8d332e,1923a0e51dbad3d014e92e5cb94ee2d5169067bf51b06c3bc7a1bdbb1645ab2b
Glioma__enh_1950,1950,Glioma,Glioma__enh_1950,train,Glioma/enh_1950.png,Glioma/enh_1950_mask.png,02db46dbe340499619b54cc906be1def816b20ac830cef5f0abcfecf125caa8d,1d8d5cf68c79e795dd4e38bdff4c957561ce8979b02a838cbd0e9d222180925b
Glioma__enh_1951,1951,Glioma,Glioma__enh_1951,train,Glioma/enh_1951.png,Glioma/enh_1951_mask.png,f04ea0449d304afd38619e003462687c9ca9c35409e662c6975293c9633d6991,a998915aa5d9eed30e987e8af230cb8e785e669d2e520c67394de710fd4c67f2
Glioma__enh_1952,1952,Glioma,Glioma__enh_1952,train,Glioma/enh_1952.png,Glioma/enh_1952_mask.png,847b8a7da0113af9d18d952f35923be86a3d507f032abedd5700ff96f4e416c9,0d4e687c14e26b2839a4443fca3324301983bb252feb651167e31f3e6aed47bd
Glioma__enh_1953,1953,Glioma,Glioma__enh_1953,train,Glioma/enh_1953.png,Glioma/enh_1953_mask.png,d993418d56662fd1270e5b9f201d73a953f840efd5ad4d5e945335812d578038,813037f4f9ada9b4b9cf0d4a7e9afe4f3a8acebadbe3c5b76b051e62c3606882
Glioma__enh_1954,1954,Glioma,Glioma__enh_1954,train,Glioma/enh_1954.png,Glioma/enh_1954_mask.png,9b6a75d4755f63009c3f695081d8d27741681e9e29e2502df3bf08c92eee3f78,798c77f8fc9c7aebe8f0fdd18654ab9e8680da8f5451341844e57dbc0393aa09
Glioma__enh_1955,1955,Glioma,Glioma__enh_1955,train,Glioma/enh_1955.png,Glioma/enh_1955_mask.png,7581dc3cb2ae17535f3fc817fe295e46eaa7ca63e71b79972cd95a233a1d7a26,443c2bf86d038cfb230ceaa817c1f482a1c9bb004f6a4f87be5e868001e7db3d
Glioma__enh_1957,1957,Glioma,Glioma__enh_1957,train,Glioma/enh_1957.png,Glioma/enh_1957_mask.png,b72fb129e08ecab720b449e87c84fca5690e8776631d752c192c6a5290629cb3,24ce8833c35e54b546dc3e050ebb0f5ed8db46f8e2679bbdd4d87a0204a5d02f
Glioma__enh_1958,1958,Glioma,Glioma__enh_1958,train,Glioma/enh_1958.png,Glioma/enh_1958_mask.png,90c0e3b5870797ccd1c22707c2697304e5e35cf85b2b3c10b924d0524ddad934,0fee10058f7199135b392990d7dd2cf4d0f67c61628d027ede7a1ce229aa3458
Glioma__enh_1960,1960,Glioma,Glioma__enh_1960,train,Glioma/enh_1960.png,Glioma/enh_1960_mask.png,79e3e15a244962bc5117062c6b7c67acb576e97ab0a46f5b9e8216dbbb62fe10,d1879dac87662378582984b0bbfee1c16d1f01c454646c62293861558c1f7033
Glioma__enh_1961,1961,Glioma,Glioma__enh_1961,train,Glioma/enh_1961.png,Glioma/enh_1961_mask.png,5c2bc8e988d8ed7aa0532ed862fc436bfaf02e56c5b772d0a10e57ef93831849,b69758c81a51a57ef0c4d0543ccffc5394fc563ab727edc735c56d5a8506a59a
Glioma__enh_1962,1962,Glioma,Glioma__enh_1962,train,Glioma/enh_1962.png,Glioma/enh_1962_mask.png,9f050994a960cc2452fa8ca684ad5289e69573386f5589390b19927fe950d457,8d3c8d09579b7a9a67e3df83549baa0f7b792960f1c9820a97e4f35b425cb274
Glioma__enh_1964,1964,Glioma,Glioma__enh_1964,train,Glioma/enh_1964.png,Glioma/enh_1964_mask.png,c0549e67ea5923116fc8ceb9ba8bdfc33c0d88d6315cf8940ef7f60e97462631,08c489f9f2d6aa86e7ee300eac1527cb17c3a5061da06b99932c2c761d0ca7e3
Glioma__enh_1965,1965,Glioma,Glioma__enh_1965,train,Glioma/enh_1965.png,Glioma/enh_1965_mask.png,1c2f88be5bcb3a421b9b3a35f839e65280f3a36e9b72fa0549b7ae6ad8e8d69d,b73a2c02d17dc1f982b7b2f828cd9dc8ca8e2239e990d912ece37aa3a0a39da1
Glioma__enh_1966,1966,Glioma,Glioma__enh_1966,train,Glioma/enh_1966.png,Glioma/enh_1966_mask.png,91d1ab85cf89e5f3d27682779d1d6f47ff703241bbc55f20eeef2207e519cf6f,334dce1e12dc650cea6a8c7752b553bb118fe7f3b9f83b78bfca6bf77673c82b
Glioma__enh_1967,1967,Glioma,Glioma__enh_1967,train,Glioma/enh_1967.png,Glioma/enh_1967_mask.png,d01f74bd705118b25f9b742ac886917f0664729f2f4e5add6b3c8a0c0fb745c3,a0280a4f5d3a437d583c875ebac333809dc29c7ea6600e427ae438fb5dd85dcf
Glioma__enh_1968,1968,Glioma,Glioma__enh_1968,train,Glioma/enh_1968.png,Glioma/enh_1968_mask.png,50bb4db0a58acc8649852379b126485a8e9f843489485fbb9c8082ac31c7d0fe,1c5757fb3779c3cd3452ae7bfc4b16c083bd56dbc926acb18f415e7c064ccb79
Glioma__enh_1969,1969,Glioma,Glioma__enh_1969,train,Glioma/enh_1969.png,Glioma/enh_1969_mask.png,96d29afab2d56ecf3f7704b88c34d51c99e4dae85c750930f014ab6344bea216,7b1bfa1c6ee93c702be2e287b705d4266e07d57d99782d784671702b839b1440
